기준일ID,시간대구분,시군구명,읍면동명,총생활인구수,남자 10대,남자 20대,남자 30대,남자 40대,남자 50대,남자 60대,남자 70대,여자 10대,여자 20대,여자 30대,여자 40대,여자 50대,여자 60대,여자 70대
평일(7월5일),9,은평구,진관동,59627.1238,2159.5812,1191.7687,1662.0536,2483.6437,1866.7083,1267.8587,3264.6658,1840.1691,1424.9532,2515.4113,2615.6657,2265.3138,1672.1398,5498.4442
평일(7월5일),9,서대문구,천연동,22058.4901,874.3222,543.8103,830.7003,947.0422,734.9842,474.3158,1260.0229,487.3826,795.2841,881.4304,995.9967,868.8319,678.1214,2122.4804
평일(7월5일),9,서대문구,북아현동,33498.8485,821.433,1333.4781,2070.7161,1773.2949,1025.5068,421.5712,1060.7512,631.8772,2072.5475,1580.5943,1326.9952,1130.498,642.2093,1579.4091
평일(7월5일),9,서대문구,충현동,68168.2698,1266.6549,2716.8226,4196.1447,4157.1531,2081.0422,1065.2836,2233.2447,1660.1268,4341.4638,3591.4248,3024.9039,2297.5719,1257.1502,3335.6671
평일(7월5일),9,서대문구,신촌동,81852.6628,1692.7058,5116.9431,2496.8431,2462.9213,1941.2923,1054.9679,2638.3184,2999.3806,6981.121,3086.9108,2624.9564,2252.8358,1608.0757,3401.4234
평일(7월5일),9,서대문구,연희동,41617.6429,747.8735,2097.6059,1504.6828,1440.7453,1311.3662,723.4952,1979.8612,848.8278,1948.8371,1653.5359,1566.2134,1565.9817,1087.2917,3601.5887
평일(7월5일),9,서대문구,홍제제1동,25134.8454,409.114,612.2857,603.6586,817.5742,917.4723,620.0497,1490.3728,476.3287,689.2385,843.1224,981.7483,1242.9114,787.1398,2623.846
평일(7월5일),9,서대문구,홍제제3동,16187.6525,245.3112,404.1621,384.0925,560.5513,534.8013,374.976,988.8886,408.1392,420.8737,484.1938,677.415,795.3006,593.9668,1891.7668
평일(7월5일),9,서대문구,홍제제2동,5178.1056,79.7164,135.0856,153.3421,163.933,185.6599,132.2242,282.1977,84.751,120.1163,178.1606,206.8966,256.1798,186.9396,656.2851
평일(7월5일),9,서대문구,홍은제1동,11214.3931,224.1893,311.4732,265.0579,380.1904,436.3478,309.7531,750.406,314.2945,294.1666,280.6024,388.8529,500.8947,409.7055,1207.9224
평일(7월5일),9,서대문구,홍은제2동,29670.6109,1139.9865,775.204,829.7269,1029.6099,917.8821,616.1426,1714.8529,948.5942,837.64,1038.0764,1116.4557,1249.7945,975.8155,2774.9583
평일(7월5일),9,서대문구,남가좌제1동,13501.8759,250.4828,311.8721,339.5536,521.3745,406.4644,230.4695,699.7227,269.2556,366.869,590.0408,589.2408,462.0472,423.3087,1170.8154
평일(7월5일),9,서대문구,남가좌제2동,18331.7592,521.2545,734.3524,465.885,651.5802,554.4195,358.0018,924.1945,718.7821,579.8647,628.5839,838.0139,655.438,548.7913,1629.3469
평일(7월5일),9,서대문구,북가좌제1동,13395.0658,340.0315,309.8641,373.6502,425.1086,414.8842,355.2667,669.3443,391.134,353.2193,522.0362,547.9152,491.7451,471.9716,1182.1038
평일(7월5일),9,서대문구,북가좌제2동,28289.4137,846.9136,918.2102,912.699,966.5465,1058.6503,632.006,1611.9544,730.9408,807.7229,1044.2821,1204.2942,1263.3927,910.9548,2705.448
평일(7월5일),9,마포구,아현동,31413.1101,874.7578,1018.3848,1511.8441,1255.9186,955.1277,468.1646,1167.3949,911.4392,1471.3994,1548.0248,1250.8219,1321.7511,683.2141,1782.5884
평일(7월5일),9,마포구,공덕동,38781.1597,1109.4503,1415.5118,1797.0551,1830.8581,1317.9402,718.5488,1614.7151,747.4226,2018.6707,1881.0383,1692.8285,1625.4823,873.6361,2653.4549
평일(7월5일),9,마포구,도화동,21803.3989,245.5262,744.3576,1087.4316,992.3725,756.2331,478.3569,1088.6525,332.4307,1208.3759,1099.6232,988.465,890.4482,649.1702,1577.6693
평일(7월5일),9,마포구,용강동,24513.1316,273.1626,835.4109,1240.5255,1196.7135,822.1816,470.7368,951.2529,408.7506,1252.0045,1244.3454,1047.5545,966.6722,602.7457,1691.0458
평일(7월5일),9,마포구,대흥동,29656.0304,1421.3202,1849.8479,812.3919,942.3306,808.0447,424.3071,1087.4902,999.624,1858.9459,927.1654,901.1004,873.0141,635.8597,2285.6578
평일(7월5일),9,마포구,염리동,12355.0783,463.4222,366.7096,379.7964,441.6171,413.8659,141.8879,487.9926,601.7802,531.4884,475.2642,450.7779,474.8728,259.7914,864.1854
평일(7월5일),9,마포구,신수동,18627.8509,723.8335,622.8786,642.8912,732.9992,587.9105,298.0647,839.4386,396.849,674.9233,810.6482,785.914,645.7332,422.2749,1583.9509
평일(7월5일),9,마포구,서강동,27922.2903,609.0562,1489.0839,1194.9861,1056.0284,862.7234,507.1541,1099.5036,755.5566,1434.3647,1249.5009,957.3598,1007.4806,615.2594,1970.2885
평일(7월5일),9,마포구,서교동,76028.7689,1247.9745,4736.0672,4114.2315,3385.7431,1985.9046,1095.3685,2444.8236,1841.2334,6502.4614,3920.8223,2664.1111,2088.6196,1275.9945,3697.0504
평일(7월5일),9,마포구,합정동,25105.7284,255.6229,1342.4208,1381.508,978.4297,733.7891,496.2667,715.7834,349.6799,1942.1601,1286.6399,906.8423,752.8861,454.9866,1488.4088
평일(7월5일),9,마포구,망원제1동,17130.3527,306.7735,743.5198,859.7645,749.8785,482.0989,378.8923,764.9189,289.0871,892.5477,949.0153,726.6402,645.2251,501.3039,1329.7328
평일(7월5일),9,마포구,망원제2동,14793.4019,246.811,547.0999,711.4299,583.6299,543.2892,320.9366,619.2398,281.9659,676.057,822.1186,730.0481,588.5251,449.7905,1127.4673
평일(7월5일),9,마포구,연남동,14383.1677,486.1183,719.5592,719.6748,542.87,408.4746,228.9773,601.8584,528.1977,816.9799,720.6393,503.5339,441.5049,284.1018,908.9391
평일(7월5일),9,마포구,성산제1동,20155.5184,549.6096,779.4579,968.7464,818.5424,527.1756,268.7443,741.9126,710.8211,946.0054,963.8216,918.3137,608.8534,471.4988,1183.0085
평일(7월5일),9,마포구,성산제2동,41754.9085,778.8901,1299.8939,1535.1301,1762.7827,1380.4945,876.83,1835.6132,910.7532,1584.8259,1867.1342,1847.8164,1596.673,1024.5241,3548.5863
평일(7월5일),9,마포구,상암동,64506.2447,930.6425,3279.4755,4490.8156,3932.8555,2048.969,877.2551,1697.0921,1127.6119,4654.2089,3339.3403,2071.1526,1603.6202,962.3164,2270.3698
평일(7월5일),6,종로구,청운효자동,15733.2426,493.3586,540.8792,620.4867,738.1722,519.878,220.9319,734.2667,442.2406,438.7284,727.1194,756.32,565.3833,429.0639,1413.9249
평일(7월5일),6,종로구,사직동,20644.8839,290.7034,639.0507,998.1162,1352.5073,840.8539,516.4366,1047.9948,377.7658,741.401,777.2708,735.7609,862.1291,539.532,1853.1278
평일(7월5일),6,종로구,삼청동,5676.2769,347.4818,227.9609,281.8285,369.9836,210.6165,126.9473,267.7253,157.4012,117.1859,201.9682,189.6756,209.7809,170.7625,516.7742
평일(7월5일),6,종로구,부암동,13480.0933,383.9667,364.9982,409.7624,560.5087,553.4368,245.6169,731.7873,524.6587,324.2812,555.8425,617.3628,548.003,357.4297,1474.0933
평일(7월5일),6,종로구,평창동,23701.5627,722.3428,650.4444,647.7088,907.3023,1015.5197,517.623,1450.3063,788.3077,565.9979,812.2157,1172.0608,1042.6715,724.8441,2518.2429
평일(7월5일),6,종로구,무악동,8511.053,453.9694,178.129,251.6344,370.1442,297.6747,219.8073,395.0185,289.0856,222.7604,309.4425,391.0781,381.114,315.9844,823.3602
평일(7월5일),6,종로구,교남동,9202.0175,289.6028,256.5406,355.6746,455.6319,335.1306,164.1093,431.0481,226.1253,331.5529,366.5163,402.3735,346.6635,275.3683,688.7711
평일(7월5일),6,종로구,가회동,5797.7252,179.6294,124.2683,244.7776,391.2467,220.4557,115.1756,212.7519,195.214,162.8194,225.9039,261.1999,242.0618,135.9511,512.2315
평일(7월5일),6,종로구,종로1.2.3.4가동,32077.4367,310.2154,1745.9121,1700.5645,2142.3032,1701.722,938.8938,1899.3083,441.4724,1146.6627,902.8644,875.6225,1033.5638,800.2857,1932.7092
평일(7월5일),6,종로구,종로5.6가동,11919.3967,223.086,563.6578,559.2156,668.8976,772.8438,395.4328,841.8144,188.9303,408.4861,233.8972,443.0783,474.7642,352.782,853.8179
평일(7월5일),6,종로구,이화동,16931.183,343.769,936.3102,637.0326,527.4498,583.6556,397.4485,842.2515,284.2783,1050.6089,700.5913,603.1094,643.7265,584.0629,1443.3549
평일(7월5일),6,종로구,혜화동,30279.6816,1219.8647,1803.7677,820.9681,1059.1745,722.597,482.3174,1208.0439,1218.6878,1522.3789,856.9311,1023.3029,882.3545,668.8088,2191.5113
평일(7월5일),6,종로구,창신제1동,13502.5477,220.6812,606.9919,604.4511,552.2654,603.566,371.9619,716.4792,200.3868,509.461,597.6858,573.8644,660.1805,399.2806,1066.398
평일(7월5일),6,종로구,창신제2동,10312.2311,252.4925,309.528,303.1587,502.6025,416.3044,234.7151,490.4573,303.2764,373.2017,288.1106,541.9154,518.7617,341.508,775.0691
평일(7월5일),6,종로구,창신제3동,4799.5802,110.7016,148.5232,240.4433,189.7649,181.2553,85.1424,263.9029,125.3295,179.4194,270.2637,207.297,234.5683,96.9296,341.656
평일(7월5일),6,종로구,숭인제1동,7711.6469,166.0934,278.7539,330.151,269.3643,330.1196,208.2513,413.1647,168.904,260.1958,369.2573,302.8474,339.8483,203.3577,637.7479
평일(7월5일),6,종로구,숭인제2동,13841.3033,250.1759,661.1859,665.7239,516.0584,654.7191,390.3327,552.8434,266.2389,788.4577,597.7176,578.1417,565.7743,381.1152,815.0809
평일(7월5일),6,중구,소공동,12225.7594,85.9108,512.9724,840.206,976.6314,733.5092,356.8437,466.2361,433.2077,481.532,387.7506,441.8161,465.674,218.0717,578.5607
평일(7월5일),6,중구,회현동,13182.9428,67.6976,423.1984,678.9927,856.4569,762.2557,469.4616,573.9231,89.3518,384.8734,567.5491,530.3313,654.8064,419.0152,941.1379
평일(7월5일),6,중구,명동,15414.9222,102.3487,615.2183,1058.6312,1232.2064,852.9657,432.2552,773.8576,147.7275,569.9664,527.1612,412.7964,554.2657,430.4518,781.8456
평일(7월5일),6,중구,필동,9862.9254,267.5176,502.2381,475.9942,509.6615,438.9782,260.5803,433.9822,237.2478,415.4835,298.5473,299.843,277.1908,302.2443,835.7928
평일(7월5일),6,중구,장충동,9223.8759,251.1026,556.8808,429.1846,441.9681,378.8727,282.5115,407.7778,214.8865,536.0641,330.5339,236.6262,245.7238,197.8565,500.9704
평일(7월5일),6,중구,광희동,13632.0618,159.0685,659.3458,736.3736,824.8418,778.3428,436.5762,645.7216,147.1867,664.8786,544.3097,401.4867,478.4991,432.1751,722.7207
평일(7월5일),6,중구,을지로동,8384.4786,56.9733,355.6076,429.6273,685.7112,674.643,351.9574,582.6852,60.1939,250.3317,175.8434,214.1913,325.1438,245.0658,545.0925
평일(7월5일),6,중구,신당동,24757.8823,321.0828,1330.1149,1556.5102,1038.9265,803.7993,432.7394,764.4283,260.3547,1335.6298,1410.9902,960.951,1029.6499,579.0661,1335.7799
평일(7월5일),6,중구,다산동,16251.9132,390.8773,680.3726,723.0624,671.6748,497.3017,369.255,788.1985,421.2814,767.9462,669.4294,634.8496,633.7243,387.9942,1312.2784
평일(7월5일),6,중구,약수동,19272.4529,372.858,591.3174,881.7929,764.2146,651.6753,506.7106,1019.2131,356.4026,712.9639,940.5362,719.7559,842.7194,682.6199,1994.3857
평일(7월5일),6,중구,청구동,14774.4923,300.0416,538.9032,649.6794,514.9671,457.1641,331.7407,781.0489,288.3972,592.7275,726.9985,593.5705,553.5877,375.4318,1451.8363
평일(7월5일),6,중구,신당제5동,12339.6343,259.6905,438.9185,611.3118,481.4099,407.2605,251.0798,532.6182,222.9794,559.2087,593.0454,485.2147,500.5978,310.1348,1017.9767
평일(7월5일),6,중구,동화동,9120.466,166.4074,386.337,405.0696,348.1529,319.3942,207.0909,420.8218,229.6614,347.9323,383.8293,396.3395,418.1654,259.7451,645.837
평일(7월5일),6,중구,황학동,13325.2402,203.5069,538.281,703.1307,485.6687,461.231,303.0272,652.2703,236.6509,758.4307,679.3231,475.7964,580.598,280.7406,875.8885
평일(7월5일),6,중구,중림동,6174.5096,72.7791,242.1412,382.2652,307.1595,280.8545,204.4166,386.7242,107.1646,236.1599,313.2316,213.3524,197.1044,175.6907,405.0422
평일(7월5일),6,용산구,후암동,15356.0433,415.903,601.5424,677.1185,630.3193,531.2068,286.2607,665.4226,314.4218,691.3528,689.6876,576.9426,643.6632,426.1681,1338.4305
평일(7월5일),6,용산구,용산2가동,11377.9267,269.3652,546.0921,653.1671,445.4486,345.9365,223.781,440.5233,224.7591,643.9275,551.3023,439.5809,434.6125,296.3399,910.3665
평일(7월5일),6,용산구,남영동,15032.0256,322.1867,718.9021,753.6655,885.4052,777.961,443.5957,699.9215,264.8934,729.9621,514.5896,438.3497,544.5116,322.7721,856.2861
평일(7월5일),6,용산구,청파동,24334.3872,772.8611,1125.7871,984.739,923.384,718.97,405.852,1033.077,818.8329,1594.7496,923.3899,904.6435,837.9083,570.6912,1584.5118
평일(7월5일),6,용산구,원효로제1동,15701.147,323.5093,593.3385,931.6547,782.8088,500.2393,245.9593,603.2853,262.0862,727.0937,895.3159,531.6638,567.4962,341.8035,821.4999
평일(7월5일),6,용산구,원효로제2동,14314.9543,315.9193,401.7597,661.6969,652.7885,560.4268,307.1718,521.3453,440.8231,525.7424,606.4865,634.1015,492.5399,456.8702,1137.3467
평일(7월5일),6,용산구,효창동,9622.9997,290.8234,331.7918,411.1667,372.2885,304.4749,200.85,522.9562,247.616,438.1717,459.0774,362.2852,386.8014,216.364,735.4456
평일(7월5일),6,용산구,용문동,11092.5499,249.6212,319.3459,507.8036,453.5193,351.2101,170.2294,559.099,287.8565,454.9157,588.4338,441.8364,412.1736,281.1517,908.2812
평일(7월5일),6,용산구,한강로동,35457.1766,566.1532,1399.2379,2046.6856,1996.4521,1554.8006,805.0195,1759.8185,450.1535,1637.0206,1612.8426,1161.7893,1190.5133,722.9848,2645.9256
평일(7월5일),6,용산구,이촌제1동,30471.6933,718.3339,640.1749,1223.3907,1742.3878,1154.0194,719.6582,1670.4375,625.2392,725.1677,1304.7578,1304.4348,1031.3837,792.88,3189.3232
평일(7월5일),6,용산구,이촌제2동,11230.7395,219.3985,370.535,553.82,562.7996,409.7956,324.7671,467.6506,217.6048,368.8858,423.1259,466.2164,474.5662,256.136,1238.9664
평일(7월5일),6,용산구,이태원제1동,9747.4592,173.8314,642.6693,538.0267,373.8513,319.5194,189.0736,550.779,120.733,589.8946,444.3091,365.7526,330.1963,211.3149,687.2988
평일(7월5일),6,용산구,이태원제2동,12571.2204,181.6254,596.3931,763.7941,527.5686,271.0551,277.279,558.7657,229.9808,716.7215,667.0147,463.2134,441.0816,390.2086,951.8539
평일(7월5일),6,용산구,한남동,29076.7371,394.3705,1362.5651,1735.7023,1375.7327,1074.911,535.7947,1132.295,375.6307,1363.181,1533.5602,1226.7601,974.7977,810.3068,2098.9462
평일(7월5일),6,용산구,서빙고동,17262.7844,477.4617,488.4151,659.9728,1044.6701,845.2935,452.1379,883.8273,434.2663,525.5148,586.3951,886.7722,562.7091,399.6384,1622.524
평일(7월5일),6,용산구,보광동,13524.7537,335.5837,734.4,728.6442,572.4921,433.9822,255.2189,541.8714,201.7912,709.8847,703.4083,570.6754,441.829,363.5195,976.4455
평일(7월5일),6,성동구,왕십리제2동,12122.6439,271.0662,442.8507,506.3246,368.2551,385.0373,187.412,515.0764,272.9065,559.839,595.2387,473.5492,506.3655,355.0414,892.6581
평일(7월5일),6,성동구,왕십리도선동,26698.7301,426.3388,1086.7942,1160.5364,987.5014,877.795,459.6362,913.6299,529.0571,1418.5233,1302.3844,977.9591,1053.0196,648.5729,1868.5379
평일(7월5일),6,성동구,마장동,28172.1342,687.0448,1514.2502,1138.0242,1222.0215,1066.6146,621.2686,1066.0183,698.5306,1382.8689,1029.067,1062.7883,1126.2243,753.2246,1941.6569
평일(7월5일),6,성동구,사근동,19785.7228,859.0752,1856.2832,561.2866,563.2719,621.6701,293.0179,607.2529,728.0159,1215.2817,378.961,570.5171,521.2311,390.9212,1029.2881
평일(7월5일),6,성동구,행당제1동,23708.0252,447.052,1009.5608,1085.1405,919.727,841.0012,508.0543,1028.6587,463.5789,1176.7562,1200.1383,978.7678,871.181,643.6707,1550.915
평일(7월5일),6,성동구,행당제2동,22082.0472,569.8457,592.1449,985.6991,849.4546,677.3292,392.0887,903.1086,511.4255,753.7917,1158.8804,915.4025,816.3709,648.8126,1982.9782
평일(7월5일),6,성동구,응봉동,17693.6481,357.596,437.0795,717.1551,807.2157,478.5644,321.822,815.2195,419.7606,554.1014,874.1887,812.5417,738.7307,581.8017,1467.0654
평일(7월5일),6,성동구,금호1가동,18575.0556,419.2556,444.4302,910.6699,756.367,509.0237,378.0496,764.9281,438.7293,588.266,1123.003,744.8518,760.8061,471.6887,1476.1504
평일(7월5일),6,성동구,금호2.3가동,28331.0526,686.6934,783.6337,1329.2472,1075.47,865.1676,558.6338,1170.0424,622.6909,908.5771,1502.0972,1159.5571,1124.6092,797.8681,2219.6721
평일(7월5일),6,성동구,금호4가동,8835.7268,164.7323,242.8019,490.8877,291.8372,285.4244,174.1451,396.3715,164.4834,280.322,476.2571,358.5091,326.4431,288.5853,765.744
평일(7월5일),6,성동구,옥수동,31744.4341,482.421,889.5461,1602.9632,1321.473,923.8001,666.174,1483.6598,562.3742,1043.2609,1864.6918,1225.8084,1134.1927,911.2837,2680.7676
평일(7월5일),6,성동구,성수1가제1동,17162.291,395.2737,643.5916,868.5345,885.5189,815.3112,324.9853,667.5039,403.9505,649.9609,630.6902,732.263,678.6062,360.9176,781.492
평일(7월5일),6,성동구,성수1가제2동,18982.2472,377.0485,943.2785,979.4908,890.8112,766.2326,431.2234,791.4908,309.126,973.2341,832.1956,650.3308,740.7349,375.7563,1121.0478
평일(7월5일),6,성동구,성수2가제1동,19971.1604,434.115,912.4303,932.6768,899.1794,1034.1812,416.6638,720.94,348.5052,719.9755,707.0935,748.8939,899.7913,561.1618,1215.6754
평일(7월5일),6,성동구,성수2가제3동,19487.5925,293.1991,967.0019,1120.817,903.0326,1074.7989,461.5682,839.4026,258.1684,1000.0827,809.2478,555.3018,791.4888,524.5162,1118.6494
평일(7월5일),6,성동구,송정동,11821.4993,190.2209,623.7861,644.2174,530.1735,500.7034,262.0456,397.0237,216.9056,529.2183,448.4176,394.3936,412.1645,244.2983,677.8644
평일(7월5일),6,성동구,용답동,19903.2976,360.541,1007.0442,1010.9117,990.5841,892.333,478.6265,1016.8089,397.4718,893.5216,601.5997,777.2712,759.8019,497.4634,1643.6473
평일(7월5일),6,광진구,화양동,38512.3113,910.071,3581.9882,1347.8363,1035.6026,835.8194,484.9611,1077.5622,1120.126,3657.7018,1189.1989,948.9023,956.6703,612.4549,1496.0585
평일(7월5일),6,광진구,군자동,19372.0876,432.4349,1222.8209,882.0239,592.152,629.8092,309.2795,665.7534,442.4224,1287.0613,818.4283,646.6472,667.819,337.524,956.6356
평일(7월5일),6,광진구,중곡제1동,17539.2226,365.4886,831.3403,869.1264,644.2977,600.335,342.1165,714.5412,302.6316,979.2832,800.596,658.4463,722.5716,368.5481,1046.7529
평일(7월5일),6,광진구,중곡제2동,23450.1197,618.6858,1178.3406,1073.652,823.0177,718.9921,444.9085,892.125,485.2793,1402.4792,1279.5356,896.8206,1003.8567,606.1772,1393.5745
평일(7월5일),6,광진구,중곡제3동,18854.9333,404.8359,707.5887,792.8938,654.8394,692.2958,428.3587,853.1828,364.5519,801.5174,846.5647,722.3701,857.4883,566.4614,1488.5623
평일(7월5일),6,광진구,중곡제4동,32141.4134,934.9788,1232.1509,1122.3847,1154.0492,1150.461,667.5802,1395.2609,899.2097,1270.0862,1388.3069,1459.5507,1442.4134,999.1473,2390.1098
평일(7월5일),6,광진구,능동,14593.273,309.5217,783.1755,782.0721,504.8647,428.7412,274.2642,725.8573,327.6897,992.054,647.4288,474.4605,477.7572,372.1027,832.3702
평일(7월5일),6,광진구,광장동,44741.3033,1652.4272,1047.6271,1309.8825,2286.4304,1490.4347,763.6768,1820.1549,1617.2751,1259.6891,1920.201,2612.6431,1619.39,918.967,2682.6253
평일(7월5일),6,광진구,자양제1동,28477.7312,754.8464,1333.2518,1242.2502,1018.2406,1075.5849,507.6461,985.1005,657.3578,1617.0801,1254.4602,1095.2981,1107.8558,738.1984,1857.9852
평일(7월5일),6,광진구,자양제2동,28477.0205,678.4151,1157.0565,1418.807,1134.4133,1038.7069,594.3841,1153.7877,584.312,1242.2815,1458.8857,1133.2201,1187.4384,644.2695,1643.5297
평일(7월5일),6,광진구,자양제3동,22747.7808,628.505,781.1022,1038.3751,856.4103,865.2606,509.9007,1013.5671,554.0594,853.3133,1041.5723,831.6795,961.2592,531.4854,1544.7244
평일(7월5일),6,광진구,자양제4동,26491.6793,554.8289,1213.0118,1239.2993,1166.3589,1224.3911,620.2524,1049.5843,466.8482,1222.2442,984.0879,949.6285,1233.3583,644.6841,1875.4716
평일(7월5일),6,광진구,구의제1동,23791.1578,461.1097,1412.6138,1110.6119,914.0462,755.1582,431.5311,949.5347,586.0262,1469.2297,1032.7199,937.2959,864.5293,649.9451,1464.1951
평일(7월5일),6,광진구,구의제2동,27720.4128,770.2725,889.3794,1141.9567,1054.9862,892.949,592.4924,1224.2339,843.8826,968.9234,1291.2016,1227.1932,1170.0264,765.0874,1667.6703
평일(7월5일),6,광진구,구의제3동,31508.405,791.8312,1063.8937,1196.5371,1261.3959,1056.0897,546.219,1361.7483,882.1325,1181.1101,1329.4015,1437.4113,1375.6307,704.6053,2237.9154
평일(7월5일),6,동대문구,용신동,42495.3443,956.5004,1938.9328,1866.4177,1803.8643,1726.0166,1103.495,2140.2777,968.8832,1956.807,1701.5673,1396.2653,1554.3623,1218.6587,3569.5845
평일(7월5일),6,동대문구,제기동,32313.003,686.5389,1663.8661,1076.5073,1332.2826,1298.517,758.424,2003.6946,741.872,1257.8521,805.5474,998.1432,1134.0402,915.8641,3105.0065
평일(7월5일),6,동대문구,전농제1동,33813.824,822.1081,1327.858,1379.0586,1347.8897,1329.1192,766.6661,1845.4427,946.7803,1281.3971,1255.866,1143.2383,1300.3464,920.1285,2623.2663
평일(7월5일),6,동대문구,전농제2동,17259.4516,462.0662,643.1386,602.9796,653.8104,563.5155,352.9129,846.1664,675.2898,543.9181,724.2626,645.1314,736.9383,390.4936,1438.6285
평일(7월5일),6,동대문구,답십리제1동,25574.6235,606.2185,952.5103,1166.3574,1023.7754,1011.9161,433.9908,1053.7274,539.6646,1101.1628,1152.9348,1072.3766,889.1324,662.2628,1751.3433
평일(7월5일),6,동대문구,답십리제2동,25531.7899,583.6886,832.0358,950.7797,1002.8197,925.2341,508.5302,1233.3569,605.8141,899.3774,1077.8555,1027.1517,1034.0085,798.6468,2483.6925
평일(7월5일),6,동대문구,장안제1동,34656.6663,609.2775,1202.5671,1931.8956,1492.7141,1300.9904,855.3581,1589.8872,498.9145,1269.1261,1817.2812,1424.6833,1401.582,891.8125,2496.642
평일(7월5일),6,동대문구,장안제2동,29676.3672,648.255,977.5368,1415.524,1181.7962,979.9431,639.0301,1195.6469,706.7029,955.6065,1413.8306,1224.2578,1171.2391,807.8807,2151.2847
평일(7월5일),6,동대문구,청량리동,19908.2671,378.4216,729.0039,683.4231,816.6446,735.4033,518.8191,1429.4912,494.4874,653.9277,661.6008,687.6634,880.7353,664.9483,2288.7713
평일(7월5일),6,동대문구,회기동,23026.6417,634.2254,1489.2961,743.5088,676.4289,644.3492,416.172,952.0863,692.5984,1436.2114,713.2977,681.2063,743.9346,587.6007,1748.9246
평일(7월5일),6,동대문구,휘경제1동,16853.5221,436.1179,1023.7811,613.7174,639.608,502.2043,344.7226,854.1651,441.3858,1013.1091,546.7365,555.819,525.6106,447.757,1247.1064
평일(7월5일),6,동대문구,휘경제2동,24411.3554,729.3793,1381.7567,719.8401,847.729,785.0306,421.558,1002.133,833.2171,1127.2884,817.5746,896.5233,905.005,675.9372,1922.337
평일(7월5일),6,동대문구,이문제1동,29293.9824,978.3353,2099.5237,918.4978,926.1621,818.1098,539.1801,1125.2776,1279.8016,1627.461,874.4215,852.4336,894.7212,609.1083,1817.4131
평일(7월5일),6,동대문구,이문제2동,22767.0317,668.497,853.7293,872.7322,885.0713,647.8829,510.7342,1120.4462,658.7049,791.6395,775.2361,884.87,907.9871,640.3442,1899.123
평일(7월5일),6,중랑구,면목제2동,24546.2677,702.5381,827.4208,1060.5498,924.5574,829.6161,456.5884,1056.2913,573.4111,950.7592,961.3302,1100.2636,1037.0079,655.4022,2029.0588
평일(7월5일),6,중랑구,면목제4동,20597.2513,550.5163,651.0215,853.3519,714.5434,738.3211,489.3739,925.283,454.3415,867.4158,948.6182,911.307,876.2683,712.8463,1660.8032
평일(7월5일),6,중랑구,면목제5동,13783.404,356.046,328.4651,610.759,661.4881,553.4711,382.9675,496.6345,275.7915,415.6347,535.7648,559.6312,666.7161,393.7945,1171.0356
평일(7월5일),6,중랑구,면목본동,34653.3026,952.0155,1235.4853,1478.1822,1259.6296,1159.8261,808.4065,1431.6484,807.2994,1468.6334,1406.8485,1545.4005,1746.5273,1021.7776,2541.7405
평일(7월5일),6,중랑구,면목제7동,20365.9904,489.1892,755.4118,775.2494,662.1717,621.5508,526.8473,1043.7759,460.5713,797.0273,780.8805,950.3466,925.5715,600.5877,2021.5625
평일(7월5일),6,중랑구,면목제3.8동,22815.2271,639.0995,855.3567,992.1461,841.6623,787.3808,584.3616,1224.9665,527.3821,905.2381,821.1382,925.251,1046.6485,623.1711,1790.0319
평일(7월5일),6,중랑구,상봉제1동,21442.0137,591.0287,766.6127,805.7789,787.5778,723.3289,429.1447,924.134,561.34,885.0208,947.7959,949.7256,1051.0862,527.6593,1341.7885
평일(7월5일),6,중랑구,상봉제2동,25163.4648,509.4622,1109.8796,1203.8877,986.8068,975.0798,577.9281,1159.3225,489.3456,1326.2619,994.494,819.7211,1001.9079,804.9605,1924.6354
평일(7월5일),6,중랑구,중화제1동,18804.5596,424.926,649.2062,737.1388,606.8154,657.3679,416.5026,823.8469,376.6027,796.0564,719.6631,711.0338,891.4079,507.2117,1478.699
평일(7월5일),6,중랑구,중화제2동,27663.2739,656.9864,1010.4933,1026.174,1111.0877,1204.0634,757.5449,1287.2548,551.0216,1064.3175,989.6368,1094.9146,1290.5839,902.5643,2216.3377
평일(7월5일),6,중랑구,묵제1동,31976.7981,767.8235,1078.3936,1292.9489,1151.8971,999.1924,727.5209,1514.3665,720.9069,1229.033,1486.4159,1247.7176,1360.7044,932.4483,2908.6439
평일(7월5일),6,중랑구,묵제2동,22286.8505,467.5531,798.1024,1020.6161,816.1762,777.8809,390.869,1023.3771,488.8703,981.1559,946.8169,860.9606,1095.6435,721.8291,1530.441
평일(7월5일),6,중랑구,망우본동,30805.5344,697.5912,965.1678,1293.0518,1142.8312,1218.5323,780.0613,1406.7956,774.0703,1011.5653,1216.7032,1175.8504,1591.7015,861.3681,2507.3037
평일(7월5일),6,중랑구,망우제3동,15766.084,320.768,529.1018,605.0192,464.4292,600.1456,363.5592,679.0657,430.2728,550.5065,565.7539,644.5198,776.5026,594.6873,1594.6987
평일(7월5일),6,중랑구,신내1동,37775.4656,1016.7435,1127.2383,1506.9869,1424.2249,1557.9254,803.6901,1593.2934,968.4787,1210.562,1693.7703,1629.1463,1739.6567,928.8845,2659.2239
평일(7월5일),6,중랑구,신내2동,21215.7398,547.0265,620.3674,846.187,803.207,796.0088,461.8215,1078.1363,629.4984,699.6358,847.5076,875.5412,1003.463,571.0024,1719.2995
