기준일ID,시간대구분,시군구명,읍면동명,총생활인구수,남자 10대,남자 20대,남자 30대,남자 40대,남자 50대,남자 60대,남자 70대,여자 10대,여자 20대,여자 30대,여자 40대,여자 50대,여자 60대,여자 70대
평일(7월5일),21,종로구,청운효자동,14508.0816,379.6309,529.8791,572.4068,638.546,448.0103,238.3902,745.8416,364.391,518.4506,700.1383,696.8675,493.7946,396.307,1145.9307
평일(7월5일),21,종로구,사직동,29125.2775,383.5075,1246.805,1757.5419,1844.2126,1116.2872,465.3821,1154.4939,435.2472,1725.7124,1484.4437,1150.736,837.2245,628.3349,1794.4356
평일(7월5일),21,종로구,삼청동,5595.8178,333.8229,309.734,280.0194,325.0341,202.0503,112.3582,187.852,143.886,187.6285,256.7991,229.3291,188.481,104.542,392.067
평일(7월5일),21,종로구,부암동,14152.0502,401.6631,361.1771,385.3263,581.7897,468.0897,296.3835,833.8644,498.7868,359.4867,529.7049,692.9498,629.918,404.8571,1573.6067
평일(7월5일),21,종로구,평창동,18652.5343,498.6656,433.6996,540.0341,710.2615,755.479,393.7889,1235.7444,568.5898,395.302,696.2282,879.0118,865.3999,612.9983,2195.0357
평일(7월5일),21,종로구,무악동,6967.3675,360.9412,114.8561,180.9264,243.6801,235.0647,183.7317,454.7162,232.6947,162.4384,274.7743,325.4119,284.5968,235.5818,834.2649
평일(7월5일),21,종로구,교남동,9875.073,256.3167,242.3929,334.301,477.6038,357.5198,198.3473,490.1552,224.5176,343.9837,428.6758,440.2683,356.3492,394.7397,758.5803
평일(7월5일),21,종로구,가회동,5373.2367,149.6292,199.4062,259.4926,294.384,159.5135,122.2056,230.8762,172.1533,167.6391,233.9224,248.8823,204.4211,139.9618,388.1225
평일(7월5일),21,종로구,종로1.2.3.4가동,69589.4744,869.9108,4964.2811,4397.0441,4194.0163,2899.4618,1330.8505,2631.9303,1109.1105,4778.2069,2434.1529,2469.1786,1943.1631,1040.6075,2796.1314
평일(7월5일),21,종로구,종로5.6가동,16156.4687,209.9212,754.4628,773.697,1035.7744,871.248,423.3848,827.4383,226.4602,706.9073,511.3115,669.726,663.6942,414.6042,1118.9559
평일(7월5일),21,종로구,이화동,23295.7778,452.4482,1446.9478,940.7901,748.1296,558.8564,393.6852,850.2572,671.0396,1898.5243,1118.6954,812.6736,738.6248,583.5888,1603.5008
평일(7월5일),21,종로구,혜화동,35915.884,1576.9193,2520.7924,1110.4029,1075.4492,816.4936,420.8041,1164.5539,1601.8543,2145.2643,1118.512,1275.3851,868.8728,692.5066,1960.9112
평일(7월5일),21,종로구,창신제1동,12429.4012,185.9514,492.4993,571.0543,567.1224,577.9543,291.7716,620.2115,210.1578,496.2038,478.473,590.6937,700.4174,373.4517,890.9676
평일(7월5일),21,종로구,창신제2동,9656.9016,194.0567,250.6534,280.9908,462.8282,490.6845,276.4875,499.9715,208.6246,257.8972,274.0817,555.1904,520.2866,345.9365,601.2747
평일(7월5일),21,종로구,창신제3동,4364.5243,134.7483,123.9871,195.0225,158.9392,193.2075,102.2689,265.9515,131.1502,129.7587,198.4601,186.4596,224.1318,103.3516,299.5824
평일(7월5일),21,종로구,숭인제1동,7058.9683,125.7361,226.3026,295.1734,231.4547,309.4771,191.6367,449.1569,166.6496,242.0181,316.3508,312.711,351.4307,192.2683,549.5239
평일(7월5일),21,종로구,숭인제2동,15058.7816,313.2313,717.3646,714.5822,619.7186,733.5896,420.8741,617.7899,242.3421,763.7155,653.8772,591.9601,609.45,328.5085,1055.0545
평일(7월5일),21,중구,소공동,20048.5723,300.949,1185.7887,1597.7678,1571.7337,804.1596,356.4295,454.0394,500.6437,1343.0904,979.7476,807.3085,496.975,189.5935,459.4963
평일(7월5일),21,중구,회현동,18329.3063,203.6837,820.3406,1271.9238,1071.4077,789.0853,409.0363,580.1291,283.7201,943.5871,787.5204,738.9493,735.931,397.6021,829.4378
평일(7월5일),21,중구,명동,38776.3775,381.7732,2590.1073,3031.2396,2455.3978,1292.1703,510.2178,1016.0271,647.7832,3218.256,1729.0147,1337.0738,858.3801,437.7674,891.8037
평일(7월5일),21,중구,필동,13904.9334,370.5806,954.1808,755.4139,809.9671,524.0759,299.8118,408.2067,339.8339,687.4008,395.315,476.9452,366.0296,224.6106,818.4576
평일(7월5일),21,중구,장충동,9735.457,218.4613,618.8347,535.8711,452.2531,306.8807,221.0811,371.1994,192.5015,613.6222,409.036,273.2488,264.8169,202.8842,538.5367
평일(7월5일),21,중구,광희동,24235.4761,348.6057,1317.0866,1478.0333,1161.3821,1003.3209,504.2748,575.1077,343.1005,1740.4112,1081.3754,941.6822,878.9467,493.1626,951.7201
평일(7월5일),21,중구,을지로동,13116.2861,105.7398,525.4201,851.426,1093.3644,904.6804,433.977,726.3348,96.3544,591.2795,353.2505,445.294,487.6581,256.6235,470.3503
평일(7월5일),21,중구,신당동,31681.0395,311.6073,1756.2287,1964.0861,1273.7204,937.4547,455.2707,645.0385,329.5011,1588.4277,1904.8897,1486.3473,1562.7448,728.1753,1739.8215
평일(7월5일),21,중구,다산동,16523.4461,387.2685,675.2261,796.3857,728.1696,564.3647,421.2408,828.3182,374.4779,769.9055,736.7549,558.7692,673.2712,419.4176,1430.1765
평일(7월5일),21,중구,약수동,18343.2845,330.75,561.8715,868.9692,698.9477,672.9008,436.7703,1007.0792,355.7965,688.7277,872.9087,692.9863,785.6474,557.1567,1912.1509
평일(7월5일),21,중구,청구동,12874.3231,233.0708,384.8789,543.0642,479.8192,408.8487,275.7746,662.4291,239.35,483.9664,542.2663,511.0014,515.1957,343.9498,1339.0672
평일(7월5일),21,중구,신당제5동,12591.3359,239.8596,456.6326,633.4671,603.6522,453.1304,259.3949,550.4553,258.4516,539.3453,604.4699,487.2986,516.7983,326.012,862.5229
평일(7월5일),21,중구,동화동,8709.4482,163.4123,349.1734,324.4922,365.9085,282.2552,225.0728,341.061,174.6929,300.1832,408.6971,360.624,378.3955,230.0906,730.8167
평일(7월5일),21,중구,황학동,13162.6267,155.7549,506.7462,743.0997,530.6942,539.6238,278.7681,547.7597,191.907,676.245,726.7662,462.238,568.2741,357.0102,988.1626
평일(7월5일),21,중구,중림동,6876.7346,145.6822,302.3073,429.8206,376.9946,316.9147,165.6878,263.7208,108.5005,293.3385,313.285,242.8814,227.3968,160.8801,350.4478
평일(7월5일),21,용산구,후암동,13813.2481,362.8866,478.9264,592.101,640.7554,430.8442,291.5435,572.5631,297.5689,538.3085,597.3182,582.4801,522.2414,384.5372,1189.4328
평일(7월5일),21,용산구,용산2가동,12459.321,237.3488,609.9586,669.8162,469.2327,374.4651,249.5257,412.8377,290.9764,786.0866,639.9798,441.7632,433.7926,280.6552,923.3844
평일(7월5일),21,용산구,남영동,20318.3638,462.6211,1053.3697,1121.6857,1134.9866,717.8416,426.2268,776.903,408.4879,1246.499,830.8096,762.4449,713.6272,314.0857,1147.2117
평일(7월5일),21,용산구,청파동,23696.1197,697.9263,1083.1399,1019.3962,983.0392,751.6243,424.0741,912.4555,799.3376,1511.3927,974.0437,796.9014,779.879,534.391,1478.8615
평일(7월5일),21,용산구,원효로제1동,14898.211,332.4821,582.0912,843.7431,597.1162,492.1378,229.6175,484.5816,299.8932,672.1135,919.9153,478.089,454.5613,356.8959,803.1688
평일(7월5일),21,용산구,원효로제2동,11465.8861,245.9897,324.7562,503.5476,549.4316,417.1259,262.4322,454.3454,320.5927,362.872,464.3349,508.4389,455.78,378.2804,993.5172
평일(7월5일),21,용산구,효창동,10376.005,246.8082,298.4599,374.561,428.6982,320.7341,202.846,598.2273,282.2026,387.367,469.3008,407.6319,370.6684,263.4251,920.6954
평일(7월5일),21,용산구,용문동,9546.4018,241.4803,255.2418,400.5607,410.3305,322.4575,189.0657,480.5179,196.013,314.7855,517.6403,441.7592,409.0689,293.2963,978.4241
평일(7월5일),21,용산구,한강로동,46413.4539,732.8331,2411.075,2871.3375,2236.8154,1675.7166,804.0522,1632.9288,766.7786,2681.855,2150.4527,1551.1104,1454.2142,768.4738,2947.4462
평일(7월5일),21,용산구,이촌제1동,29562.0909,623.3404,699.8465,1178.1598,1409.7102,1013.7972,633.4184,1555.5383,544.8473,930.3402,1358.6426,1405.8415,1101.6701,619.5691,2871.7326
평일(7월5일),21,용산구,이촌제2동,9902.4303,187.0903,307.9036,493.3061,481.6061,382.8302,257.0525,539.0971,173.6521,392.6264,391.5225,403.1589,403.5739,220.7829,1013.1997
평일(7월5일),21,용산구,이태원제1동,17743.2396,284.959,1510.8503,1022.868,506.0952,410.8172,188.7509,534.7062,552.1435,1614.7709,707.758,512.6752,370.3153,210.1982,794.7919
평일(7월5일),21,용산구,이태원제2동,12660.3645,166.7212,610.3156,673.1212,449.8763,341.785,269.7613,567.023,182.2329,844.5409,656.0171,455.236,376.651,339.9138,950.6755
평일(7월5일),21,용산구,한남동,34046.3477,348.8687,1661.4663,2203.0236,1552.1757,886.1683,481.6571,1143.5126,462.5122,2423.9028,1930.931,1416.4343,1064.9299,795.8766,2052.5802
평일(7월5일),21,용산구,서빙고동,18823.0775,465.7878,586.4799,681.3764,1063.9258,733.1382,433.2628,925.3949,437.5954,639.6289,767.7465,981.85,613.6926,444.9516,1771.3813
평일(7월5일),21,용산구,보광동,11717.6221,308.6442,562.9281,585.5059,525.1598,419.8209,221.479,488.7394,173.7469,543.5223,511.619,465.9239,355.4332,377.041,1023.5884
평일(7월5일),21,성동구,왕십리제2동,10706.3589,253.7131,391.4369,434.827,308.883,354.1569,179.096,523.7261,213.0507,496.7787,549.2234,427.616,429.6297,364.0652,772.3335
평일(7월5일),21,성동구,왕십리도선동,24525.2175,399.9391,996.8412,1073.5259,1002.9447,865.1587,388.388,858.2371,474.3811,1232.8705,1240.7798,980.9071,1059.4385,562.2683,1630.2404
평일(7월5일),21,성동구,마장동,29235.8847,649.4883,1274.1423,1134.0455,1165.2835,1144.5329,694.7329,1332.1843,685.084,1352.6029,1060.1494,1135.4735,1160.8116,854.7243,2328.4883
평일(7월5일),21,성동구,사근동,25051.0757,1004.3642,2568.178,866.8148,641.6034,654.8772,329.7365,665.3713,970.4576,1578.7544,653.839,597.9281,532.8017,343.3543,1259.3262
평일(7월5일),21,성동구,행당제1동,30255.0486,776.741,1370.8058,1340.116,1165.449,983.1128,503.2589,1056.4042,898.0817,1706.23,1380.5349,1217.6963,1074.2241,704.4197,1790.896
평일(7월5일),21,성동구,행당제2동,21100.1883,497.3153,506.229,878.8649,790.759,663.1904,462.9965,1027.3146,436.8819,640.1916,1122.146,871.3189,841.2622,685.5246,1892.2923
평일(7월5일),21,성동구,응봉동,14285.4289,305.0444,335.9522,559.9474,585.4253,410.5711,327.5828,723.2307,374.1371,411.1286,649.8287,613.0958,527.4207,425.8586,1409.4113
평일(7월5일),21,성동구,금호1가동,17158.5779,368.3627,364.9327,768.0881,692.3078,591.4715,413.0654,752.1547,352.924,540.7842,927.6474,706.8747,704.672,563.138,1472.2201
평일(7월5일),21,성동구,금호2.3가동,26286.3539,570.617,660.0216,1057.7709,990.0561,910.1678,558.7487,1383.7588,524.7559,731.0984,1300.9934,1012.0476,1103.0038,837.1952,2306.8438
평일(7월5일),21,성동구,금호4가동,9287.614,224.6356,273.4104,439.2294,371.1377,332.8926,231.7276,428.2779,194.9673,268.1193,483.203,367.7788,372.8988,280.4451,747.944
평일(7월5일),21,성동구,옥수동,31274.6488,426.9455,942.9775,1343.3476,1181.2998,964.0632,671.9153,1547.5529,513.0157,1225.1954,1777.7202,1172.1107,1183.2129,897.4952,2681.075
평일(7월5일),21,성동구,성수1가제1동,16845.6888,418.457,665.3716,833.5692,854.7019,723.4049,354.671,608.8546,417.1651,684.7121,778.2322,720.1516,687.4247,428.1138,847.5096
평일(7월5일),21,성동구,성수1가제2동,21371.8897,402.0632,1237.281,1140.352,1035.7414,794.3924,417.172,672.9554,477.2945,1245.9309,967.9749,753.2058,800.9475,402.1405,1082.178
평일(7월5일),21,성동구,성수2가제1동,19153.9732,351.9151,776.8561,882.6186,854.5039,1020.6933,383.0206,720.2091,299.2237,701.5801,764.0727,689.6496,943.2291,521.9704,1049.6506
평일(7월5일),21,성동구,성수2가제3동,21865.5624,309.834,1305.3722,1383.2418,1059.072,1012.4599,385.7966,744.8444,305.0173,1310.5208,886.4677,716.3664,754.9825,481.8466,1093.5507
평일(7월5일),21,성동구,송정동,8026.5664,102.4112,368.1471,468.6191,377.8286,332.4164,174.0047,303.6927,100.8882,384.7541,375.3583,305.9247,294.7131,153.6698,519.1742
평일(7월5일),21,성동구,용답동,20915.545,304.9563,912.848,1007.9187,1084.1657,1049.1491,471.3482,1083.3622,356.1145,895.8478,717.6165,886.7167,782.2313,521.6218,1828.6374
평일(7월5일),21,광진구,화양동,50640.1886,1757.1077,4688.9458,1904.7436,1348.4524,1075.4832,543.8204,1022.3137,1976.4913,4388.4947,1458.2448,1202.8348,1148.8782,615.8133,1700.0099
평일(7월5일),21,광진구,군자동,18611.5454,440.5532,1127.2587,826.7863,629.6551,635.1095,344.0974,631.0428,396.6101,1103.1676,755.1039,679.1336,632.5501,378.1705,985.7656
평일(7월5일),21,광진구,중곡제1동,16431.1284,332.2599,697.9701,794.7668,661.551,676.9649,354.268,680.1137,229.1264,759.4345,806.3558,591.9049,731.0882,434.525,1006.9418
평일(7월5일),21,광진구,중곡제2동,21301.6263,577.9762,992.3781,950.4737,864.1677,736.2312,447.8023,1002.9976,424.4236,1104.0185,1026.952,849.0888,970.3043,574.8831,1367.8115
평일(7월5일),21,광진구,중곡제3동,18644.669,471.9376,625.4981,741.931,683.8509,794.7748,520.98,905.4057,302.6928,674.2179,742.2018,807.6723,928.4554,588.2259,1396.7212
평일(7월5일),21,광진구,중곡제4동,27593.1442,826.5354,909.9833,949.887,1086.6823,1030.9816,631.2394,1340.4567,714.9535,844.0286,1159.7985,1188.3289,1255.3677,850.9696,2224.3593
평일(7월5일),21,광진구,능동,16873.6749,309.2657,865.7184,779.2975,565.0904,514.4246,352.4512,711.3431,390.0283,965.5983,787.3055,534.7369,608.0032,415.7645,950.4851
평일(7월5일),21,광진구,광장동,42934.2745,1328.9651,1033.928,1333.1329,1961.4962,1467.9458,738.7987,1933.7262,1431.6956,1075.354,1872.7152,2338.7812,1815.6222,916.7284,2873.6664
평일(7월5일),21,광진구,자양제1동,28120.2367,669.1787,1111.8845,1167.4479,1056.3643,1074.2548,572.6742,1130.7275,662.1003,1340.174,1206.2473,1101.3371,1230.218,802.6816,1862.8967
평일(7월5일),21,광진구,자양제2동,27181.9107,623.4497,1039.5436,1254.1866,1056.6516,1027.9897,596.3299,1185.0206,604.8846,1056.8903,1281.4986,1042.1488,1213.1562,676.8696,1524.1006
평일(7월5일),21,광진구,자양제3동,23705.1247,641.7847,873.1722,1033.6717,792.9591,782.388,525.3715,1038.8618,578.7632,955.5763,1071.3823,905.9744,1018.3673,520.4341,1540.8395
평일(7월5일),21,광진구,자양제4동,33663.4795,779.8072,1957.0936,1560.6603,1303.606,1264.6685,587.555,1085.527,855.779,2111.946,1290.3501,1147.2592,1327.2831,700.7174,1912.8309
평일(7월5일),21,광진구,구의제1동,23893.139,519.8691,1350.6093,1071.3463,994.38,826.7132,394.6529,1000.42,573.1557,1263.4957,941.55,910.9531,889.3091,629.8319,1563.5452
평일(7월5일),21,광진구,구의제2동,25785.2695,621.7988,694.7512,1023.7724,982.6049,862.6984,567.2402,1178.766,842.9365,767.3583,1178.4732,1164.077,1078.1966,780.5497,1915.7903
평일(7월5일),21,광진구,구의제3동,33227.0226,989.3517,1249.8414,1217.5678,1306.4594,1080.6791,567.7436,1430.5925,1045.9293,1361.9439,1325.8915,1621.1751,1323.5509,694.6986,2098.6057
평일(7월5일),21,동대문구,용신동,42986.392,978.9091,1737.3292,1961.5897,1885.7195,1850.8386,1042.7192,2508.0808,803.9573,1811.7836,1803.0149,1564.0619,1665.4873,1211.8976,3584.2596
평일(7월5일),21,동대문구,제기동,31079.2178,579.6293,1462.5004,1051.1544,1091.099,1185.9601,851.6876,2157.5857,591.7724,1075.8961,855.1481,964.4837,1225.508,949.6162,3467.864
평일(7월5일),21,동대문구,전농제1동,39049.0829,903.7865,1613.6784,1396.3505,1489.778,1516.1565,967.9813,2089.5596,1037.0974,1471.9953,1324.9778,1437.5903,1581.5343,1098.6322,3174.2504
평일(7월5일),21,동대문구,전농제2동,16246.26,450.8966,704.1196,514.1234,600.0924,471.7912,322.3307,826.6015,573.0512,501.599,659.9041,602.4116,593.5661,391.7389,1303.3083
평일(7월5일),21,동대문구,답십리제1동,22859.1841,464.6102,810.8416,980.6362,933.1438,815.8031,436.2007,1028.7398,452.605,860.8732,971.1998,970.4838,882.2563,691.8675,1876.3058
평일(7월5일),21,동대문구,답십리제2동,21062.7955,476.0762,629.9709,774.6397,885.1116,840.3229,527.2516,1016.4847,440.3165,560.5881,952.5021,839.3957,937.132,698.0485,1812.6787
평일(7월5일),21,동대문구,장안제1동,34117.1824,528.1136,1244.6924,1748.1765,1585.223,1423.0645,868.702,1474.0519,499.3287,1228.4783,1597.1906,1394.5997,1446.4469,897.4658,2618.6894
평일(7월5일),21,동대문구,장안제2동,33061.7849,842.148,949.0947,1552.5295,1503.6746,1274.5325,704.4488,1379.529,815.5285,964.0945,1642.0641,1415.9867,1306.0183,877.4993,2377.3345
평일(7월5일),21,동대문구,청량리동,20164.8255,327.6988,659.0592,721.1743,737.4362,795.2577,657.8225,1472.8965,399.4385,654.9324,640.4848,683.6433,870.1399,670.5065,2484.2273
평일(7월5일),21,동대문구,회기동,22720.8569,685.3056,1613.9483,727.6893,572.7612,567.893,413.7308,949.3815,839.8543,1456.4616,713.7946,603.7511,592.7023,633.7836,1633.6314
평일(7월5일),21,동대문구,휘경제1동,17208.0734,459.3308,960.0624,578.0934,666.3567,492.1267,376.9587,931.5092,506.1609,897.7858,620.9315,595.2484,617.4907,474.7457,1379.665
평일(7월5일),21,동대문구,휘경제2동,20332.0089,649.4752,1039.3545,605.2798,767.9211,656.1833,394.8701,888.0538,628.5292,797.3567,689.7948,760.9401,842.3311,542.0841,1719.9312
평일(7월5일),21,동대문구,이문제1동,27551.8428,918.6126,2113.2483,953.4621,768.2817,787.8948,480.2465,1121.4299,1119.425,1439.6199,807.136,805.1148,882.6537,690.4537,1546.2622
평일(7월5일),21,동대문구,이문제2동,18580.0773,431.7185,619.0328,691.4941,637.4142,580.5564,496.5131,1044.6223,480.6486,536.3752,667.7512,711.2035,728.5795,628.1246,1691.8623
평일(7월5일),21,중랑구,면목제2동,22643.9905,568.7091,635.368,1022.2868,990.4611,936.9691,523.4157,1054.5526,517.1486,756.9342,856.6176,1020.4516,1028.715,639.2211,1715.9867
평일(7월5일),21,중랑구,면목제4동,18176.1874,513.8372,524.4184,693.9941,594.5493,693.7404,455.4538,929.9205,356.8486,642.3575,806.0367,739.2144,794.1127,659.5986,1544.2209
평일(7월5일),21,중랑구,면목제5동,12106.221,263.3477,318.4786,528.3362,567.7624,542.2412,426.8633,578.087,247.6917,318.4299,519.3227,502.1091,644.7486,324.0634,921.0967
평일(7월5일),21,중랑구,면목본동,34967.6316,890.4751,1120.4183,1437.9067,1320.8864,1399.8513,960.1981,1641.4101,707.6553,1214.7304,1287.7429,1539.8194,1761.2701,1129.9414,2970.5597
평일(7월5일),21,중랑구,면목제7동,18238.9559,362.8345,535.5067,764.391,646.8297,650.2388,600.109,1015.3552,302.6145,548.6112,710.1726,830.5387,875.4956,636.657,1742.6074
평일(7월5일),21,중랑구,면목제3.8동,24424.7836,785.5218,821.6525,965.8321,932.6857,890.7661,641.0675,1175.5163,560.1098,854.3201,829.9878,1061.1419,1146.5752,739.5546,1988.5345
평일(7월5일),21,중랑구,상봉제1동,20798.3965,557.6282,664.792,839.0302,721.8476,743.1159,498.0862,805.3316,614.5719,759.6193,868.8201,923.1147,1017.5044,533.5887,1261.5205
평일(7월5일),21,중랑구,상봉제2동,31881.9443,611.5136,1372.3876,1431.5271,1211.4168,1208.9175,781.1897,1337.6031,623.6186,1778.4281,1255.7466,1215.3884,1351.2735,945.4846,2220.9511
평일(7월5일),21,중랑구,중화제1동,16414.5874,401.5773,498.4861,574.0608,554.2107,604.2337,356.0141,843.1409,351.8138,556.6524,674.8533,575.5413,801.1155,473.3983,1257.6381
평일(7월5일),21,중랑구,중화제2동,28245.0386,683.7157,888.9725,995.6696,1224.7385,1357.3653,669.6841,1335.9159,522.2229,1043.6314,944.896,1062.3516,1396.2576,926.0734,2360.0016
평일(7월5일),21,중랑구,묵제1동,29107.096,644.5993,800.1593,1081.9974,1011.276,968.8702,676.5796,1323.1326,651.6387,986.8211,1293.0531,1128.3843,1286.456,972.2781,2630.5999
평일(7월5일),21,중랑구,묵제2동,20393.3487,391.3272,702.4301,885.7422,777.7129,865.0767,469.8649,837.2644,387.4734,799.1339,781.2695,829.8245,994.4908,639.5133,1605.4641
평일(7월5일),21,중랑구,망우본동,32909.364,725.9398,953.6294,1209.9949,1232.1764,1340.837,824.0821,1633.1867,742.1081,985.9816,1248.8586,1302.6228,1807.8193,1152.7495,2943.7491
평일(7월5일),21,중랑구,망우제3동,11926.6261,203.8752,311.696,396.356,403.0772,524.8437,362.8148,627.7567,266.5416,371.9303,398.6553,496.3497,572.5696,448.4377,1131.9239
평일(7월5일),21,중랑구,신내1동,35463.0823,908.4586,908.3509,1260.2211,1245.0016,1527.3668,849.4775,1682.8722,807.3514,1029.7923,1570.0799,1545.286,1696.235,906.0071,2514.0602
평일(7월5일),21,중랑구,신내2동,18556.0365,539.6068,443.5302,572.244,660.8603,700.3236,389.1323,1037.9123,526.1309,535.3278,770.0688,800.3869,917.5358,499.5952,1674.644
평일(7월5일),21,성북구,성북동,18610.5887,522.0401,671.8009,637.2223,801.4272,612.6963,392.7847,1010.3193,437.4189,610.3205,794.8639,789.9787,842.485,407.66,1815.6706
평일(7월5일),21,성북구,삼선동,34670.1935,1125.4877,1527.2805,1157.8383,1277.4783,1067.2886,592.5418,1392.5437,1119.9591,1737.7253,1328.5384,1439.3017,1146.9482,745.2453,2634.9359
평일(7월5일),21,성북구,동선동,28408.5928,994.039,1492.226,992.2966,823.135,664.7345,365.2931,871.4857,1392.7196,1829.5319,992.5325,1056.0956,790.3835,515.7262,1474.5035
평일(7월5일),21,성북구,돈암제1동,15134.5541,396.9925,360.8702,431.3218,594.247,476.7231,406.2703,866.67,441.6013,412.4651,584.4488,707.4211,633.5286,446.9252,1570.0488
평일(7월5일),21,성북구,돈암제2동,12409.9616,282.2076,225.8752,393.5223,462.3026,468.1814,252.4211,621.9508,313.5616,312.7904,584.5207,604.9139,554.679,387.785,1049.4659
평일(7월5일),21,성북구,안암동,28215.587,1332.7674,2573.1607,926.5651,827.5179,710.8457,361.1576,960.6464,1095.384,1581.401,688.0461,726.5695,764.5683,615.7591,1606.025
평일(7월5일),21,성북구,보문동,19641.6282,486.7725,788.5891,704.7064,746.2598,712.88,428.0184,863.2892,425.8091,869.5034,641.7747,780.0217,924.7454,504.6945,1884.5854
평일(7월5일),21,성북구,정릉제1동,19902.2458,546.9137,445.7763,644.9544,734.0081,716.4624,415.3472,937.1415,552.1571,589.1881,919.1021,940.7215,842.6007,600.8972,1445.8123
평일(7월5일),21,성북구,정릉제2동,20594.0115,518.1879,450.2148,660.7493,859.1469,585.0881,490.2141,1077.0093,520.1413,502.2012,912.2891,822.4422,823.6992,624.3526,1833.2461
평일(7월5일),21,성북구,정릉제3동,15723.8252,529.3039,853.6198,482.0742,570.8336,566.2532,362.1908,591.636,519.2667,505.5821,476.3974,529.8981,562.4686,414.006,1365.2183
평일(7월5일),21,성북구,정릉제4동,18975.2521,518.6037,434.7431,642.9868,774.6228,635.3633,554.8382,1079.6747,546.28,459.7818,929.3285,805.9082,771.5938,672.9459,1783.1852
평일(7월5일),21,성북구,길음제1동,35777.737,1079.9266,565.6104,1214.4634,1458.3362,904.1897,774.9476,1497.9294,977.9985,785.4046,1889.6552,1741.6433,1376.2056,987.2505,2471.5007
평일(7월5일),21,성북구,길음제2동,12402.818,333.0432,275.2608,420.0516,524.9148,444.0525,357.0189,602.3351,278.9634,323.74,568.6598,534.3923,593.4771,368.6884,1158.5684
평일(7월5일),21,성북구,종암동,40242.2446,1131.2431,1538.6874,1385.6287,1660.9594,1351.0675,780.8457,1826.7956,1106.9124,1285.3437,1526.4058,1419.3344,1584.4401,1128.388,4022.9828
평일(7월5일),21,성북구,월곡제1동,19882.041,541.4715,426.3286,689.6758,811.5349,708.0803,417.2663,888.7095,604.4251,472.8184,870.8441,773.49,858.4254,576.0979,1646.8398
평일(7월5일),21,성북구,월곡제2동,30105.0862,734.6006,1023.3875,1099.3347,1227.0707,969.6192,661.3784,1446.6755,863.7883,1173.0907,1166.2478,1200.3795,1097.6336,735.8321,2528.356
평일(7월5일),21,성북구,장위제1동,16106.3156,482.9689,452.4958,580.742,561.9531,700.3162,439.0616,809.3,453.8454,434.3869,669.852,789.7383,737.6677,528.493,1146.1612
평일(7월5일),21,성북구,장위제2동,15818.2888,356.5087,426.1808,538.7845,605.7708,632.0692,477.5441,1037.1775,332.7994,441.2565,492.1975,710.2468,773.2404,535.7539,1472.8384
평일(7월5일),21,성북구,장위제3동,11499.556,314.2752,315.013,373.575,454.4848,484.3322,341.8799,701.5447,308.2399,298.1134,447.3907,477.3633,531.4163,456.1127,927.8121
평일(7월5일),21,성북구,석관동,25563.1397,603.4977,736.8232,912.5192,1088.4656,989.8603,626.637,1582.4239,545.1409,805.565,920.4131,958.997,1166.7801,849.2883,2531.8072
평일(7월5일),21,강북구,삼양동,25866.4767,702.5342,675.4588,847.8034,851.2082,905.882,700.1571,1665.2745,630.4727,605.5272,961.5106,1059.0721,1191.6438,866.6235,2602.4094
평일(7월5일),21,강북구,미아동,25207.9808,614.3039,905.3506,821.962,982.4719,1025.8964,584.6561,1437.2369,563.0909,1009.787,796.2832,1010.1242,1237.7159,754.4446,2486.1434
평일(7월5일),21,강북구,송중동,39980.2959,934.2419,1334.3036,1506.6189,1415.2359,1448.4547,943.8755,2322.8251,1119.812,1459.8543,1494.4716,1679.9425,1717.3514,1259.5569,3697.0233
평일(7월5일),21,강북구,송천동,28289.015,784.2136,835.1498,958.2472,1066.7712,1127.5582,614.8386,1748.8982,679.5035,789.0205,951.7664,1138.7537,1295.3871,1043.5087,2745.2168
평일(7월5일),21,강북구,삼각산동,24596.9197,746.5269,389.7716,876.3899,1079.1784,644.0965,544.5703,1153.3701,807.8299,476.9793,1110.3891,1197.8035,880.5962,675.323,1950.83
평일(7월5일),21,강북구,번제1동,21207.2791,470.7096,868.7763,740.5639,949.0742,701.1048,513.6655,1119.3476,430.7437,903.1448,751.0724,838.3635,931.9481,665.4683,1787.6248
평일(7월5일),21,강북구,번제2동,11088.4678,234.9215,314.0859,318.0926,453.2352,440.0797,283.8992,747.1752,290.5394,294.6018,395.866,412.9411,531.9183,479.1724,1199.9107
평일(7월5일),21,강북구,번제3동,17602.4171,510.0735,363.0099,548.2933,623.6572,596.3805,447.1445,1075.8227,474.0514,476.5879,536.6182,729.6112,808.1546,802.2787,1674.3504
평일(7월5일),21,강북구,수유제1동,19527.5412,446.5401,572.977,576.0844,721.1243,684.1853,491.2328,1091.9103,463.0784,614.3409,664.2241,857.0215,1014.8821,763.2136,2225.5194
평일(7월5일),21,강북구,수유제2동,22676.5366,526.5658,627.7352,654.6053,860.6844,823.3397,580.8549,1477.0422,520.7476,672.2537,759.5795,938.526,1111.8597,846.6409,2222.6253
평일(7월5일),21,강북구,수유제3동,36742.4316,854.8088,1777.8919,1372.9693,1437.2379,1429.8871,691.3532,1923.6177,808.335,1704.7449,1228.9547,1471.472,1687.2071,1007.9566,3003.0331
