사업장명,소재지전체주소,시군구명,읍면동명,소재지면적,시설총규모,전화번호,위치정보(X),위치정보(Y)
토방,서울특별시 강북구 미아동 121-27번지 (도봉로 192)(지상2층) ,강북구,미아동,87,87,29454383,202363.8459,458487.02
본*BOB치킨*강정,서울특별시 강북구 미아동 124-9번지 ,강북구,미아동,37.1,37.1,29859288,202528.1728,458445.8408
미아역 KFC점,서울특별시 강북구 미아동 125-27번지 ,강북구,미아동,193.32,193.32,02  60208383,202381.2121,458395.3487
치킨뱅이,서울특별시 강북구 미아동 126-38번지 ,강북구,미아동,84.23,84.23,,202476.4318,458129.8707
치킨 플러스,서울특별시 강북구 미아동 1264-228번지 지상1층 ,강북구,미아동,39.6,39.6,,201974.6193,457311.6462
교촌치킨,서울특별시 강북구 미아동 1264-233번지 ,강북구,미아동,21.68,21.68,29826868,201975.1267,457298.9837
교촌치킨,서울특별시 강북구 미아동 1264-233번지 (삼양로 128) ,강북구,미아동,35.36,35.36,29826868,201975.1267,457298.9837
우리참숯불바베큐치킨,서울특별시 강북구 미아동 1267-65번지 (벅꽃길29) ,강북구,미아동,25,25,29820010,201726.8126,457336.0294
꼬꼬스토리,서울특별시 강북구 미아동 128-56번지 ,강북구,미아동,17,17,,202619.4994,458202.5161
후라이드 참 잘하는집,서울특별시 강북구 미아동 130-20번지 ,강북구,미아동,25.48,25.48,,202639.1083,458077.2627
구디스치킨 미아동점,서울특별시 강북구 미아동 131-13번지 ,강북구,미아동,38.88,38.88,29461673,202516.4129,458061.3559
떡볶이 스타,서울특별시 강북구 미아동 1318번지 ,강북구,미아동,23.1,23.1,260128210,203137.6786,456937.959
미미,서울특별시 강북구 미아동 1318번지 지하1층 ,강북구,미아동,51.56,51.56,,203137.6786,456937.959
치킨처럼,서울특별시 강북구 미아동 132-22번지 ,강북구,미아동,29.75,29.75,29822450,202578.7239,457951.3887
참치&스시,서울특별시 강북구 미아동 1339-6번지 ,강북구,미아동,49.16,49.16,29803777,201473.6305,457805.281
클레오,서울특별시 강북구 미아동 1341-2번지 (솔샘길 117)(지상2층) ,강북구,미아동,,0,29849284,201516.952,457811.6319
체인지치킨,서울특별시 강북구 미아동 134-47번지 (꿈나무길 14) ,강북구,미아동,22.5,22.5,29890452,202619.7195,457940.1915
치킨마루,서울특별시 강북구 미아동 1348-3번지 1층 ,강북구,미아동,79.44,79.44,,201820.6526,457795.0178
피니치니(미아점),서울특별시 강북구 미아동 1353-7번지 (벚꽃길 80) ,강북구,미아동,,0,29893336,201361.3011,457784.8854
황토장군불바베큐,서울특별시 강북구 미아동 1353번지 ,강북구,미아동,32.34,32.34,29899291,201332.439,457538.8991
땡큐맘 치킨,서울특별시 강북구 미아동 1353번지 ,강북구,미아동,32.3,32.3,,201328.627,457805.1718
BHC치킨 미아점,서울특별시 강북구 미아동 1354-5번지 (솔샘길 180) ,강북구,미아동,30.14,30.14,29869282,200988.8959,457840.7927
닭어사,"서울특별시 강북구 미아동 1354-5번지 상가동 지하2층 224,225호 ",강북구,미아동,28.78,28.78,29829392,200988.8959,457840.7927
굿후라이드치킨,서울특별시 강북구 미아동 1356번지 (중동길 36)경남아너스빌상가 117호,강북구,미아동,24.14,24.14,,203191.5183,457418.8033
네네치킨(삼각산점),서울특별시 강북구 미아동 1357-3번지 삼각산 아이원단지 상가 402동 101호,강북구,미아동,24.48,24.48,29828282,201681.5161,457422.889
에디슨 치킨,서울특별시 강북구 미아동 1357번지 풍림아파트 단지내 상가 401동 202호,강북구,미아동,,0,29829592,201723.7233,457556.3568
오손도손호프,서울특별시 강북구 미아동 137-13번지 ,강북구,미아동,40,40,29849922,202655.797,457707.7159
몽마르지오,서울특별시 강북구 미아동 138-15번지 ,강북구,미아동,161.12,161.12,29806462,202632.9732,457576.328
부메랑호프,서울특별시 강북구 미아동 138-76번지 ,강북구,미아동,26.4,26.4,29881732,202648.1771,457564.3462
꾸러기치킨,서울특별시 강북구 미아동 152번지 ,강북구,미아동,18.46,18.46,,202405.8302,459323.0001
닭치GO,서울특별시 강북구 미아동 159-48번지 ,강북구,미아동,19.83,19.83,,202139.518,459388.7824
G2(지이),서울특별시 강북구 미아동 159-54번지 ,강북구,미아동,114.38,114.38,,202153.7065,459441.66
황소곱창,서울특별시 강북구 미아동 159-54번지 (지상1층) ,강북구,미아동,86.05,86.05,29808338,202153.7065,459441.66
깐부치킨(수유점),서울특별시 강북구 미아동 160-3번지 ,강북구,미아동,114.54,114.54,02  989 8254,202016,459107
봉구비어 수유사거리점,서울특별시 강북구 미아동 160-3번지 ,강북구,미아동,28,28,,202016,459107
최고닭,서울특별시 강북구 미아동 160-42번지 ,강북구,미아동,95.5,95.5,,202103.7176,459350.9631
플레이보이,서울특별시 강북구 미아동 163-10번지 ,강북구,미아동,16.38,16.38,,202311.5809,459297.9834
이브호프치킨,서울특별시 강북구 미아동 187-3번지 (지상1층) ,강북구,미아동,29.26,29.26,29847565,202181.8727,459191.7301
토담,서울특별시 강북구 미아동 187-4번지 ,강북구,미아동,27,27,292765616,202173.5171,459209.5612
또봉이 통닭,서울특별시 강북구 미아동 187-5번지 ,강북구,미아동,61.02,61.02,02 9871295,202199.2464,459146.6322
본스치킨,서울특별시 강북구 미아동 187-8번지 ,강북구,미아동,64.35,51.17,02  988 1626,202183.5506,459174.7499
연탄집미아점,서울특별시 강북구 미아동 197-3번지 ,강북구,미아동,84.48,84.48,02 9460616,202411.8037,458558.1167
닭장속에암닭,서울특별시 강북구 미아동 202-15번지 ,강북구,미아동,31.15,31.15,29057110,202101.2162,458990.5847
주주호프,서울특별시 강북구 미아동 202-5번지 (지상1층) ,강북구,미아동,31.8,31.8,,202120.8963,458941.2803
명가곱창,서울특별시 강북구 미아동 203-16번지 ,강북구,미아동,20.91,20.91,,202129.2244,458905.6596
오페라하우스,서울특별시 강북구 미아동 206-14번지 (지상1층) ,강북구,미아동,,0,29451837,202208.9931,458711.5686
뱅이네 실내포차,서울특별시 강북구 미아동 207-2번지 ,강북구,미아동,47.09,47.09,29886308,202243.5361,458655.9833
깊은샘청학동,서울특별시 강북구 미아동 209-10번지 (솔매길 4) ,강북구,미아동,74.39,74.39,29865008,202263.9515,458514.0899
피쉬앤그릴,서울특별시 강북구 미아동 209-11번지 ,강북구,미아동,,0,29800997,202254.8387,458507.4796
봉쥬비어,서울특별시 강북구 미아동 209-11번지 ,강북구,미아동,82.5,82.5,,202254.8387,458507.4796
강북외식 H.S,서울특별시 강북구 미아동 209-8번지 (미래길 7)(지상1층) ,강북구,미아동,40.7,40.7,29881704,202238.3685,458572.5059
행운포차,서울특별시 강북구 미아동 211-16번지 (솔매길 12) ,강북구,미아동,29.05,29.05,29830154,202219.5041,458502.9832
옛날호프,서울특별시 강북구 미아동 211-38번지 (지상1층) ,강북구,미아동,24,24,,202140.0893,458549.5093
술퍼맨,서울특별시 강북구 미아동 211-54번지 ,강북구,미아동,32.4,32.4,,202236.2141,458516.5688
달 커피 숖,서울특별시 강북구 미아동 211-54번지 (솔매길 8)(지하1층) ,강북구,미아동,90.72,90.72,,202236.2141,458516.5688
스카이(SKY),서울특별시 강북구 미아동 211-66번지 ,강북구,미아동,72.72,72.72,7089447585,202201.0462,458492.7349
정식당,서울특별시 강북구 미아동 214-79번지 ,강북구,미아동,31.42,31.42,,202186.1023,458584.5642
미아 양꼬치,서울특별시 강북구 미아동 214-86번지 (미래길 20)(지상1층) ,강북구,미아동,29.7,29.7,02 9853466,202165.5302,458577.673
비어박스,서울특별시 강북구 미아동 215-13번지 (목화길 12)(지상1층) ,강북구,미아동,46.2,46.2,29877498,202132.8901,458801.4114
88켄터키 치킨,서울특별시 강북구 미아동 215-5번지 1층 ,강북구,미아동,53,53,,202144.7678,458786.2992
골드치킨,서울특별시 강북구 미아동 217-1번지 (수유시장길 13)(지상1층) ,강북구,미아동,26.11,26.11,29860666,202077.5348,458997.4036
스카이호프,서울특별시 강북구 미아동 218-1번지 (지상1층) ,강북구,미아동,50.7,50.7,29801416,201988.5751,458941.3146
아트소주방,서울특별시 강북구 미아동 224-59번지 (지상2층) ,강북구,미아동,52.08,52.08,29803636,202108.6288,458462.3928
소문난순곡주,서울특별시 강북구 미아동 225-45번지 (지상1층) ,강북구,미아동,71.14,71.14,29826280,202048.564,458443.5807
두자매비어,서울특별시 강북구 미아동 225-52번지 ,강북구,미아동,24.48,24.48,,202018.1688,458435.2947
장인,서울특별시 강북구 미아동 225-52번지 (솔매길 40)(지상1층) ,강북구,미아동,22.04,22.04,29805717,202018.1688,458435.2947
BHC(비에취씨)치킨,서울특별시 강북구 미아동 225-54번지 ,강북구,미아동,38.61,38.61,29823789,202037.3534,458441.3122
쿨호프,서울특별시 강북구 미아동 226-50번지 ,강북구,미아동,79.2,79.2,29866393,201919.726,458403.6787
네네치킨,서울특별시 강북구 미아동 238-41번지 1층 ,강북구,미아동,65,65,29850092,201672.7886,458875.6327
깜꼬치킨,서울특별시 강북구 미아동 258-111번지 1층 ,강북구,미아동,19.5,19.5,,202869.2931,458409.8708
온누리치킨,서울특별시 강북구 미아동 258-129번지 (지상1층) ,강북구,미아동,11.26,11.26,29674723,202849.522,458443.7004
핫썬치킨,서울특별시 강북구 미아동 258-552번지 (율곡마을길 28) ,강북구,미아동,52,52,,202862.5664,458367.2056
무한리필 고기굼터,서울특별시 강북구 미아동 301-60번지 ,강북구,미아동,79,79,29839953,201981.0845,458400.5291
오도씨 곱창,서울특별시 강북구 미아동 302-1번지 ,강북구,미아동,25.56,25.56,29453354,202141.908,458451.134
쪼끼쪼끼,서울특별시 강북구 미아동 302-20번지 .22.23(솔매길 31) ,강북구,미아동,67.87,67.87,29829757,202082.5461,458431.2102
륭림닭발,서울특별시 강북구 미아동 302-55번지 1층 ,강북구,미아동,26.25,26.25,29450343,202105.8044,458438.6354
별 커피 호프,서울특별시 강북구 미아동 303-11번지 ,강북구,미아동,,0,,202234.2539,458478.2925
황금보쌈,서울특별시 강북구 미아동 303-24번지 ,강북구,미아동,55.8,55.8,02987 8889,202258.8789,458430.073
위앤호프,서울특별시 강북구 미아동 303-66번지 (종탑2길 30)(지상1층) ,강북구,미아동,30.26,30.26,29878013,202177.849,458425.4398
리얼펍 미아역점,서울특별시 강북구 미아동 303-78번지 ,강북구,미아동,65.72,65.72,,202234.6278,458389.1638
빽가포차,서울특별시 강북구 미아동 303-89번지 ,강북구,미아동,34.04,34.04,,202166.7082,458458.8336
옛날통닭,서울특별시 강북구 미아동 303-89번지 1층 ,강북구,미아동,25.75,25.75,,202166.7082,458458.8336
풀코스,서울특별시 강북구 미아동 304-17번지 ,강북구,미아동,36.5,36.5,29840511,202291.2131,458408.5446
퍼스트 비어 미아역점,서울특별시 강북구 미아동 304-1번지 ,강북구,미아동,280.27,280.27,29878999,202293.8982,458489.3374
원정통닭,서울특별시 강북구 미아동 304-3번지 (도봉로 185) 지상1층 ,강북구,미아동,21.46,21.46,29884802,202311.523,458424.6476
명랑 쌀 핫도그 미아역점,서울특별시 강북구 미아동 304-6번지 ,강북구,미아동,28.25,28.25,,202324.0927,458394.716
뉴멕시칸치킨,서울특별시 강북구 미아동 304-6번지 (지상1층) ,강북구,미아동,32.56,32.56,29833684,202324.0927,458394.716
자유,서울특별시 강북구 미아동 304-8번지 (도봉로 177)(지하1층) ,강북구,미아동,105.62,105.62,29878720,202344.6134,458337.5171
쭈노치킨가게 미아점,서울특별시 강북구 미아동 309-2번지 ,강북구,미아동,49.21,49.21,,202306.3855,458267.81
거시기호프,서울특별시 강북구 미아동 309-44번지 지상1층 ,강북구,미아동,19.5,19.5,291074757,202265.0453,458242.8565
네네치킨,서울특별시 강북구 미아동 309-55번지 ,강북구,미아동,50,0,29828292,202173.0793,458213.2827
술의나라,서울특별시 강북구 미아동 310-7번지 ,강북구,미아동,25.12,25.12,29850650,202325.705,458293.4702
호식이두마리치킨 미아1호점,서울특별시 강북구 미아동 310-8번지 ,강북구,미아동,23,23,29899255,202303.7718,458206.2089
은혜네집,서울특별시 강북구 미아동 311-1번지 ,강북구,미아동,17.8,17.8,,202214.5,458198.6229
치킨 데이,서울특별시 강북구 미아동 312-5번지 ,강북구,미아동,40.97,40.97,29811544,202027.4615,458095.2308
소나무,서울특별시 강북구 미아동 316-8번지 (지상1층) ,강북구,미아동,,0,29875298,202336.5848,458118.7525
모닥불,서울특별시 강북구 미아동 317-13번지 ,강북구,미아동,,0,29866330,202392.9269,458078.8842
태은식당,서울특별시 강북구 미아동 317-7번지 (지상 1층) ,강북구,미아동,34.1,34.1,29823392,202438.3588,458020.6292
옛날통닭,서울특별시 강북구 미아동 317-7번지 1층 ,강북구,미아동,50,50,,202438.3588,458020.6292
사또양념치킨,서울특별시 강북구 미아동 319-14번지 ,강북구,미아동,19.08,19.08,209861024,202280.3704,457992.9238
정이치킨,서울특별시 강북구 미아동 321-4번지 (지상1층) ,강북구,미아동,26.52,26.52,29857184,202379.7885,457974.0337
엘도라도,서울특별시 강북구 미아동 321-5번지 (성북시장길 3)(지상1층) ,강북구,미아동,,0,29455020,202362.2956,457971.9029
디오니스,서울특별시 강북구 미아동 322-25번지 ,강북구,미아동,46.7,46.7,,202444.613,457912.8634
페리카나치킨,서울특별시 강북구 미아동 322-25번지 ,강북구,미아동,21.08,21.08,29831145,202444.613,457912.8634
미아족발,서울특별시 강북구 미아동 322-4번지 ,강북구,미아동,24.42,24.42,29887477,202415.7724,457984.9701
돼지포차,서울특별시 강북구 미아동 323-4번지 (큰마을길 37)(지상1층) ,강북구,미아동,29.7,29.7,29875778,202416.2223,457872.834
디디치킨,서울특별시 강북구 미아동 323-4번지 1층 ,강북구,미아동,16.52,16.52,,202416.2223,457872.834
드라큐라,서울특별시 강북구 미아동 35-20번지 (지상8층) ,강북구,미아동,256.54,256.54,29899777,202687.09,457000.9286
오센,서울특별시 강북구 미아동 35-24번지 ,강북구,미아동,67.61,67.61,,202691.5883,456964.5141
성대통치킨,서울특별시 강북구 미아동 37-12번지 ,강북구,미아동,,0,,202763.8342,456888.124
만남양념치킨,서울특별시 강북구 미아동 37-16번지 ,강북구,미아동,14.88,14.88,209453389,202766.9849,456902.587
전주콩나물국밥,서울특별시 강북구 미아동 373-40번지 ,강북구,미아동,105.7,105.7,02 9806935,202423.6469,457535.7835
앗싸민속주점,서울특별시 강북구 미아동 373-40번지 지상2층 ,강북구,미아동,86.14,86.14,29451993,202423.6469,457535.7835
해피데이,서울특별시 강북구 미아동 42-74번지 (대지길 18) ,강북구,미아동,59.32,59.32,,202771.5622,456808.2869
마블 생맥주클럽,서울특별시 강북구 미아동 45-14번지 ,강북구,미아동,115.31,115.31,29875745,202880.3329,456854.8269
우리수산,서울특별시 강북구 미아동 454-2번지 (송천길 26) ,강북구,미아동,31.68,31.68,29875341,202488.1141,457298.1953
정커피호프,서울특별시 강북구 미아동 45-4번지 ,강북구,미아동,51.98,51.98,,202883.9653,456837.4365
쿨호프,서울특별시 강북구 미아동 45-4번지 ,강북구,미아동,23.4,23.4,,202883.9653,456837.4365
호남집순대국,서울특별시 강북구 미아동 455-25번지 ,강북구,미아동,14.72,14.72,,202532.1624,457303.65
큰집닭강정,서울특별시 강북구 미아동 455-25번지 (지상1층) ,강북구,미아동,,0,02 9829234,202532.1624,457303.65
두리랑,서울특별시 강북구 미아동 456-3번지 ,강북구,미아동,19.83,19.83,,202454.9021,457400.8792
우정 호프,서울특별시 강북구 미아동 460-13번지 ,강북구,미아동,50.32,50.32,,202453.5126,457436.7155
꽃호프,서울특별시 강북구 미아동 460-30번지 ,강북구,미아동,95.94,95.94,,202488.2901,457380.7967
또봉이 통닭,서울특별시 강북구 미아동 461번지 동부센트레빌A상가 102호(숭인로39) ,강북구,미아동,32.01,32.01,29800080,202358.2091,457049.3182
59쌀피자(미아삼거리 영훈초교점),서울특별시 강북구 미아동 461번지 송천센트레빌 상가 104호,강북구,미아동,26.45,26.45,,202358.2091,457049.3182
진도 돈마당,서울특별시 강북구 미아동 462-3번지 ,강북구,미아동,63.66,63.66,,202474.4885,457279.591
길커피호프,서울특별시 강북구 미아동 462-3번지 (지층) ,강북구,미아동,70.53,70.53,29829774,202474.4885,457279.591
마시미트,서울특별시 강북구 미아동 465-48번지 1층 ,강북구,미아동,29.7,29.7,,202539.7884,457029.8027
마늘치킨 & 호프,서울특별시 강북구 미아동 465-6번지 ,강북구,미아동,34.24,34.24,29824482,202629.2855,457146.323
BHC 미아뉴타운점,서울특별시 강북구 미아동 469-42번지 ,강북구,미아동,24.09,24.09,,202410.2875,457267.6659
굽모닝닭오리숯불바베큐,서울특별시 강북구 미아동 473-153번지 (지상1층) ,강북구,미아동,53.32,53.32,29461155,202275.1474,457289.5903
치킨매니아,서울특별시 강북구 미아동 482-7번지 (숭인로 16 -1) ,강북구,미아동,77.29,77.29,,202493.4245,457013.3039
쪽갈비,서울특별시 강북구 미아동 49-119번지 ,강북구,미아동,42.8,42.8,,203058.4721,456962.0161
골뱅이 호프,서울특별시 강북구 미아동 49-99번지 (오패산길 113-2) ,강북구,미아동,20.65,20.65,,203052.1062,456943.5243
가마솥 닭한마리,서울특별시 강북구 미아동 49-99번지 지상1층 ,강북구,미아동,22.14,22.14,29814868,203052.1062,456943.5243
뽕빨곱창,서울특별시 강북구 미아동 50-1번지 ,강북구,미아동,39.14,39.14,02  987 2563,202945.0501,456898.6585
파파솔솔치킨,서울특별시 강북구 미아동 52-47번지 (방천길 27)(지상1층) ,강북구,미아동,26.4,26.4,29450782,202965.597,456973.865
조은치킨,서울특별시 강북구 미아동 52-56번지 ,강북구,미아동,32.25,32.25,29899188,202945.6516,457000.3405
큰집닭강정 미아점,서울특별시 강북구 미아동 52-76번지 1층 ,강북구,미아동,23.14,23.14,,202955.8738,457020.955
소담애 북촌 왕만두,서울특별시 강북구 미아동 52-82번지 ,강북구,미아동,18.6,18.6,,202939.5879,457015.7713
라루지1,서울특별시 강북구 미아동 54-255번지 ,강북구,미아동,58,58,,202813.841,457041.3409
겨울눈참치,서울특별시 강북구 미아동 54-256번지 ,강북구,미아동,60.2,60.2,,202804.2264,457036.6144
로코(ROCO),서울특별시 강북구 미아동 54-260번지 ,강북구,미아동,55,55,,202818.942,457017.1209
술익는 고을,서울특별시 강북구 미아동 55-18번지 ,강북구,미아동,104.47,104.47,29850878,202750.2355,457067.1943
헤이판,서울특별시 강북구 미아동 55-18번지 ,강북구,미아동,109,109,29805663,202750.2355,457067.1943
유(YOU),서울특별시 강북구 미아동 55-18번지 지상3층 ,강북구,미아동,120.34,120.34,02  945 0090,202750.2355,457067.1943
프랑스포차(미아),서울특별시 강북구 미아동 55-19번지 ,강북구,미아동,69.4,69.4,02 9880272,202758.3714,457059.8644
맛나슈퍼,서울특별시 강북구 미아동 55-19번지 ,강북구,미아동,55.24,55.24,29817760,202758.3714,457059.8644
켈리포니아,서울특별시 강북구 미아동 55-20번지 (분수대1길 13)(지하1층) ,강북구,미아동,141.5,141.5,29882007,202769.0128,457046.9574
도담,서울특별시 강북구 미아동 55-31번지 지상 1층 ,강북구,미아동,60.55,60.55,29451012,202743.3688,457047.6767
코코로,서울특별시 강북구 미아동 55-38번지 (분수대1길14)(지상2층) ,강북구,미아동,67,67,,202757.4938,457037.2092
노씨네 술집,서울특별시 강북구 미아동 55-3번지 ,강북구,미아동,82,82,,202727.5647,457112.4997
짝,서울특별시 강북구 미아동 55-3번지 ,강북구,미아동,93,93,,202727.5647,457112.4997
치킨메니아,서울특별시 강북구 미아동 55-3번지 2층 ,강북구,미아동,86.1,86.1,29868740,202727.5647,457112.4997
일도씨 닭갈비,서울특별시 강북구 미아동 55-40번지 ,강북구,미아동,62.7,62.7,29823487,202762.652,457021.4916
맥주공장(비어팩토리),서울특별시 강북구 미아동 55-43번지 ,강북구,미아동,99.5,99.5,,202771.0157,457026.3363
맥주 공장,서울특별시 강북구 미아동 55-43번지 지상2층 ,강북구,미아동,86.31,86.31,,202771.0157,457026.3363
인생닭발,서울특별시 강북구 미아동 55-45번지 (하천1길 8) ,강북구,미아동,52.49,52.49,29457229,202790.6509,457018.8419
처갓집 양념치킨 앤 열날개,서울특별시 강북구 미아동 55-46번지 ,강북구,미아동,49.35,49.35,,202783.3368,457008.2051
주먹대장,서울특별시 강북구 미아동 55-57번지 (지상1층) ,강북구,미아동,66,66,29889773,202739.8772,457075.5661
with 위드,서울특별시 강북구 미아동 55-68번지 (분수대1길 15)(지상1층) ,강북구,미아동,,0,29882747,202779.6984,457035.2228
풀코스,서울특별시 강북구 미아동 58-1번지 ,강북구,미아동,36,36,29893958,,
원조 바베큐,서울특별시 강북구 미아동 58-1번지 ,강북구,미아동,36.74,36.74,02  981 8557,,
꼬 닭스,서울특별시 강북구 미아동 58-2번지 (지상1층) ,강북구,미아동,,0,29885229,202632.8279,457014.9309
LA 북창동 순두부,서울특별시 강북구 미아동 58번지 (지하1층) ,강북구,미아동,238.68,238.68,234923811,202632.8279,457014.9309
숭인실내포장마차,서울특별시 강북구 미아동 60-5번지 ,강북구,미아동,49.5,49.5,29889605,202629.2855,457146.323
아프리카,서울특별시 강북구 미아동 60-5번지 ,강북구,미아동,21.99,21.99,29835252,202629.2855,457146.323
가게맥주,서울특별시 강북구 미아동 60-5번지 1층 ,강북구,미아동,19.52,19.52,02 9458041,202629.2855,457146.323
유객주(미아삼거리점),서울특별시 강북구 미아동 61-81번지 (지하1층) ,강북구,미아동,188,188,29887992,202624.9863,457139.5514
그린 그림 호프,서울특별시 강북구 미아동 62-19번지 1층 ,강북구,미아동,30,56.2,,202568.338,457301.4402
왕도깨비호프,서울특별시 강북구 미아동 62-27번지 (도봉로 63)(지하1층) ,강북구,미아동,107.91,107.91,29858593,202621.1471,457243.7303
한국통닭,서울특별시 강북구 미아동 62-3번지 ,강북구,미아동,50.4,50.4,02 9890385,202543.1983,457310.6428
불닭발 땡초 동대문 엽기떡볶기 삼양사점,서울특별시 강북구 미아동 637-304번지 ,강북구,미아동,17.54,17.54,,201973.9315,457153.83
풀하우스,서울특별시 강북구 미아동 637-50번지 (지상1층) ,강북구,미아동,74.56,74.56,,201984.1399,457184.05
피치홈,서울특별시 강북구 미아동 674-12번지 (지상1층) ,강북구,미아동,42.9,42.9,29886992,201999.4775,457569.3553
오늘통닭,서울특별시 강북구 미아동 681-3번지 (솔샘길 65) ,강북구,미아동,55.8,55.8,29898925,201999.7886,457693.2297
링호프,서울특별시 강북구 미아동 684-1번지 ,강북구,미아동,27.72,27.72,,201851.8354,457714.6816
봉구비어 삼양동사거리점,서울특별시 강북구 미아동 684-6번지 (삼양로170) ,강북구,미아동,68.83,68.83,,201888.0359,457712.1456
고고싱,서울특별시 강북구 미아동 688-1번지 (솔샘길 73) ,강북구,미아동,99.86,99.86,29853653,201918.7789,457724.8867
1타2피 삼겹살정식,서울특별시 강북구 미아동 691-8번지 ,강북구,미아동,27.3,27.3,,201711.5295,457732.3342
차차차 포차,서울특별시 강북구 미아동 691-8번지 ,강북구,미아동,22.01,22.01,,201711.5295,457732.3342
"굽모닝 오리,닭 숯불바베큐",서울특별시 강북구 미아동 693-0번지 1층 ,강북구,미아동,86.05,86.05,02 9842926,201778.1459,457711.963
오늘통닭,서울특별시 강북구 미아동 701-8번지 (솔샘길 102) ,강북구,미아동,52.5,52.5,,201668.3162,457825.8694
명자네 포차,서울특별시 강북구 미아동 703-141번지 1층 ,강북구,미아동,26.4,26.4,,201757.1505,457821.6306
만석,서울특별시 강북구 미아동 703-1번지 (삼양로 193) ,강북구,미아동,30.2,30.2,29820387,201795.5672,457948.5701
삼양동 포차,서울특별시 강북구 미아동 703-51번지 1층 ,강북구,미아동,26.5,26.5,,201776.8007,457820.6487
쌈촌삼양사거리점,서울특별시 강북구 미아동 703-5번지 유라빌딩 2층 ,강북구,미아동,173,0,29890559,201777,457588
투다리,서울특별시 강북구 미아동 705-3번지 (솔샘길 74 -1) ,강북구,미아동,45.94,45.94,,201939.114,457753.0842
좋은친구들(호프),서울특별시 강북구 미아동 707-32번지 (솔샘길 56-1)(지상1층) ,강북구,미아동,18.3,18.3,,202105.835,457678.5761
영숙포차,서울특별시 강북구 미아동 707-5번지 ,강북구,미아동,23.36,23.36,,202197.2182,457654.0436
해 포차 호프,서울특별시 강북구 미아동 707-5번지 ,강북구,미아동,22.5,22.5,02 9869437,202197.2182,457654.0436
쇼스타퍼,서울특별시 강북구 미아동 72-18번지 지상2층 ,강북구,미아동,77,77,,202740.4148,457229.2175
와플대학 미아캠퍼스,서울특별시 강북구 미아동 72-5번지 ,강북구,미아동,39.3,39.3,,202740.0426,457199.0592
굽네치킨(미아점),서울특별시 강북구 미아동 734-241번지 ,강북구,미아동,31.67,31.67,29828669,201820.161,457988.9974
추억 옛날통닭,서울특별시 강북구 미아동 734-241번지 1층 7호,강북구,미아동,30,30,02  60829888,201820.161,457988.9974
락원포차,서울특별시 강북구 미아동 734-271번지 1층 ,강북구,미아동,15.47,15.47,,201779.0244,457875.4897
정통 호프,서울특별시 강북구 미아동 7-41번지 ,강북구,미아동,40.36,40.36,,203059.727,457098.6916
정드린 치킨,서울특별시 강북구 미아동 746-8번지 (삼양로 213)(지상1층) ,강북구,미아동,39.5,39.5,02 9831127,201726.2386,458105.4899
S.W(에스더블유) 푸드,서울특별시 강북구 미아동 75-69번지 ,강북구,미아동,60.14,60.14,02   9455882,202765.4385,457102.6345
리얼후라이,서울특별시 강북구 미아동 760-126번지 ,강북구,미아동,38.69,38.69,,201651.8097,458302.4275
호프닝치킨,서울특별시 강북구 미아동 762-128번지 (지상1층) ,강북구,미아동,63.22,63.22,29815765,201708.6955,458375.222
얄개시대,서울특별시 강북구 미아동 762-130번지 ,강북구,미아동,42,42,,201802.455,458372.0041
겨울눈,서울특별시 강북구 미아동 762-30번지 ,강북구,미아동,61.88,61.88,,201715.2256,458352.2147
긴자스시,서울특별시 강북구 미아동 762-38번지 ,강북구,미아동,51,51,,201787.812,458349.2064
훌랄라 참숯 바베큐치킨,서울특별시 강북구 미아동 762-67번지 (솔매길 88)(지상1층) ,강북구,미아동,48.18,48.18,29859233,201679.2335,458375.3726
손수요,서울특별시 강북구 미아동 762-81번지 (솔매길 69)(지상1층) ,강북구,미아동,99.6,99.6,29851001,201804.4711,458349.725
왕노가리,서울특별시 강북구 미아동 791-12번지 ,강북구,미아동,15.5,15.5,,201951.8994,458926.9146
타임,서울특별시 강북구 미아동 791-1595번지 ,강북구,미아동,21.7,21.7,,201412.2382,458420.5611
씨스타,서울특별시 강북구 미아동 791-1761번지 ,강북구,미아동,62.23,62.23,,201076.1182,458402.0666
그린호프,서울특별시 강북구 미아동 791-532번지 ,강북구,미아동,50.6,50.6,29830107,201615.2436,458603.5516
천궁,서울특별시 강북구 미아동 791-621번지 지상1층 ,강북구,미아동,58,58,29885207,201699.1557,458559.1777
술탱크,서울특별시 강북구 미아동 791-683번지 ,강북구,미아동,39.36,39.36,,201902.8273,458398.3993
황궁찜닭,서울특별시 강북구 미아동 791-719번지 ,강북구,미아동,,0,29878897,201845.3592,458488.0754
치어스 미아점,서울특별시 강북구 미아동 811-1번지 ,강북구,미아동,,0,,201517.0687,457766.9642
치킨뱅이,서울특별시 강북구 미아동 811-1번지 ,강북구,미아동,71.77,71.77,,201517.0687,457766.9642
지니어스 치킨,서울특별시 강북구 미아동 811-1번지 2단지 상가동 204호(지하3층) ,강북구,미아동,34.1,34.1,,201517.0687,457766.9642
두산 상가 양푼이찌개마을,서울특별시 강북구 미아동 811-1번지 두산위브 트레지움 상가 지하3층 201호,강북구,미아동,,0,,201517.0687,457766.9642
60계치킨 미아점,서울특별시 강북구 미아동 811-9번지 1층 109호 ,강북구,미아동,40.1,40.1,,201593,457385
