사업장명,소재지전체주소,시군구명,읍면동명,소재지면적,시설총규모,전화번호,위치정보(X),위치정보(Y)
FRIENDS(프랜즈),서울특별시 종로구 명륜2가 150-2번지 지상2층 ,종로구,명륜2가,90.24,90.24,27421750,199833.188,453850.8817
펍라붐(PUB LABOUM),서울특별시 종로구 명륜2가 195-11번지 지상1층 ,종로구,명륜2가,68.11,68.11,27420243,199888.7626,453785.2402
통큰갈비,서울특별시 종로구 명륜2가 21-18번지 지상1층 ,종로구,명륜2가,129.17,129.17,,200031.4893,453794.3972
에픽(epic)153,서울특별시 종로구 명륜2가 21-26번지 ,종로구,명륜2가,64,64,27420153,200029.3634,453847.4659
파라디스코(PARADISCO),서울특별시 종로구 명륜2가 216-2번지 지하1층 ,종로구,명륜2가,65,67.9,02 7627371,199772.9889,453838.5971
비비큐치킨,서울특별시 종로구 명륜2가 21-9번지 ,종로구,명륜2가,138.6,138.6,02 7440460,200071.2337,453840.4408
달려라 봉쥬비어,서울특별시 종로구 명륜2가 222번지 ,종로구,명륜2가,124.77,124.77,,199797.5223,453813.1666
도토리편백집,서울특별시 종로구 명륜2가 24-1번지 지상2층 ,종로구,명륜2가,109.72,109.72,27473392,200094.8057,453817.0426
아시안 테이블,서울특별시 종로구 명륜3가 134-2번지 지상1층 ,종로구,명륜3가,63.42,63.42,236731222,199780.9312,453765.081
건강한빵,서울특별시 종로구 명륜3가 148-1번지 지상1층 ,종로구,명륜3가,38.1,38.1,,199818.3695,453777.9034
The ( 더) 닭,서울특별시 종로구 명륜3가 2-24번지 (지상1층) ,종로구,명륜3가,18.12,18.12,,199626.1814,454286.4588
한잔더,서울특별시 종로구 명륜3가 53번지 지상1층 유림회관 14호,종로구,명륜3가,27.27,27.27,,199708.9848,453992.0505
바코드시즌Ⅱ,서울특별시 종로구 명륜3가 82-3번지 ,종로구,명륜3가,192,192,,199724.7576,453857.7975
교촌치킨대학로점,서울특별시 종로구 명륜4가 113-1번지 지상1층 ,종로구,명륜4가,168.73,168.73,,200036.9271,453611.6546
크래프트 혜화,서울특별시 종로구 명륜4가 118-9번지 지층 ,종로구,명륜4가,92.59,132,,200040.4771,453577.8609
꾼노리,서울특별시 종로구 명륜4가 16-1번지 3층 ,종로구,명륜4가,171.9,171.9,,200089.1437,453730.4666
마리오,서울특별시 종로구 명륜4가 164-1번지 ,종로구,명륜4가,75.8,75.8,,199972.5699,453653.5277
히든스시,서울특별시 종로구 명륜4가 53번지 지하 1층 ,종로구,명륜4가,61.82,61.82,,200007.5671,453732.4527
맥주하우스,서울특별시 종로구 명륜4가 59-3번지 ,종로구,명륜4가,103.6,103.6,,199963.5769,453705.5949
맥덕스,서울특별시 종로구 명륜4가 60-1번지 ,종로구,명륜4가,76.46,76.46,070 86236397,199967.6914,453694.0865
카페 데 코믹스,서울특별시 종로구 명륜4가 8-1번지 ,종로구,명륜4가,319.87,319.87,,200084.7028,453757.8572
꺽정이네장작구이,서울특별시 종로구 명륜4가 85-9번지 1층 ,종로구,명륜4가,72.9,72.9,,200074.2677,453656.8505
TAB(탭),서울특별시 종로구 묘동 149-1번지 태종빌딩 ,종로구,묘동,97.65,97.65,,199207.0422,452669.9527
돈박,서울특별시 종로구 무악동 45-19번지 지상1층 ,종로구,무악동,67.21,67.21,,196315.7412,452807.7994
산타치킨,"서울특별시 종로구 무악동 45-60번지 외2필지(45-61,45-424)지상1층 ",종로구,무악동,22.8,22.8,27337766,196300.7155,452780.9867
싱글,서울특별시 종로구 무악동 63-4번지 1층 7호 ,종로구,무악동,23.14,23.14,,196144.5051,452962.4224
골든벨호프,서울특별시 종로구 무악동 67-2번지 ,종로구,무악동,93.5,93.5,27353484,196203.752,452885.3967
부암동주식(부암동酒食),서울특별시 종로구 부암동 208-39번지 (1층) ,종로구,부암동,59.91,59.91,,196812.0281,455072.5563
친구들,서울특별시 종로구 부암동 254-5번지 ,종로구,부암동,11.4,11.4,,196903.7096,454453.8714
계열사,서울특별시 종로구 부암동 258-3번지 (지상2층) ,종로구,부암동,99.16,99.16,,196962.1588,454812.777
리멤버(Remember),서울특별시 종로구 부암동 385번지 지하1층 ,종로구,부암동,105.52,105.52,,196557.1862,455439.1935
로얄,서울특별시 종로구 송월동 60-5번지 ,종로구,송월동,13.2,13.2,,196843.3156,452174.8298
이자카야마타,서울특별시 종로구 수송동 58번지 두산위브파빌리온 142호 ,종로구,수송동,53.09,53.09,221985200,198391.5092,452554.3183
필,서울특별시 종로구 숭인동 1061번지 지상2층 ,종로구,숭인동,53.98,53.98,,201921.9255,452895.9588
치킨주막,서울특별시 종로구 숭인동 1075번지 1층 ,종로구,숭인동,32,32,,201937.0167,452943.7189
짝 비어&포차,서울특별시 종로구 숭인동 1081번지 ,종로구,숭인동,36.36,36.36,,201946.1519,452987.185
카오스,서울특별시 종로구 숭인동 1236번지 지상1층 ,종로구,숭인동,13,13,236731219,202029.5789,453051.889
호프마당,서울특별시 종로구 숭인동 1388번지 1층 (109호) ,종로구,숭인동,26.86,26.86,,202014.8077,452721.2856
어른이대공원,서울특별시 종로구 숭인동 1399번지 지상2층 ,종로구,숭인동,71,71,,201979.2966,452755.9528
황학동 그집,서울특별시 종로구 숭인동 1410번지 ,종로구,숭인동,46.71,46.71,,201964.0785,452751.4208
깜닭치킨(숭인점),서울특별시 종로구 숭인동 1410번지 (지상1층) ,종로구,숭인동,76.46,76.46,222312500,201964.0785,452751.4208
맥주창고,서울특별시 종로구 숭인동 177-2번지 ,종로구,숭인동,141.54,141.54,,201702.6581,452768.9369
천냥만냥 호프포차,서울특별시 종로구 숭인동 183-1번지 1층 ,종로구,숭인동,55.85,55.85,,201826.7781,452807.2355
돈치킨 숭인점,서울특별시 종로구 숭인동 183-9번지 ,종로구,숭인동,70,70,222123312,201812.2719,452801.0774
장작불바베큐,서울특별시 종로구 숭인동 217-19번지 지상2층 ,종로구,숭인동,23.46,23.46,,201714.1476,452637.6559
한국통닭,서울특별시 종로구 숭인동 218번지 1층 ,종로구,숭인동,75.9,75.9,,201665.0399,452681.3909
호프마당,서울특별시 종로구 숭인동 266번지 ,종로구,숭인동,44.07,44.07,,201544.5138,452616.7765
호식이 두마리 치킨(숭인점),서울특별시 종로구 숭인동 296-21번지 ,종로구,숭인동,31.12,31.12,,201452.098,452529.1316
계경 순대국 동묘역점,서울특별시 종로구 숭인동 313-14번지 ,종로구,숭인동,25.92,25.92,,201410.1919,452526.873
대화치킨,서울특별시 종로구 숭인동 313-7번지 외1필지 ,종로구,숭인동,28.8,28.8,,201404.5254,452548.8777
산채만두전문점,서울특별시 종로구 숭인동 390-1번지 ,종로구,숭인동,39,39,,201993.1309,453192.2627
쭌이생호프,서울특별시 종로구 숭인동 396번지 ,종로구,숭인동,25.46,25.46,29293133,201931.4768,453215.799
네네치킨,서울특별시 종로구 숭인동 65-12번지 지상1층 ,종로구,숭인동,22.15,22.15,,201400.1912,452890.6756
숭인 호프,서울특별시 종로구 숭인동 72-71번지 ,종로구,숭인동,48.4,48.4,,201660.8448,452752.1528
언니네통닭,서울특별시 종로구 숭인동 759번지 1층 ,종로구,숭인동,19.8,19.8,,201929.6973,453017.7602
썬더치킨,서울특별시 종로구 숭인동 766번지 종로청계힐스테이트 ,종로구,숭인동,41.68,41.68,1084408400,201910.7385,452980.4027
둘둘치킨,서울특별시 종로구 숭인동 76번지 롯데캐슬상가 116호,종로구,숭인동,67.78,67.78,27652278,201451.0088,452723.5801
지상,서울특별시 종로구 숭인동 81-22번지 지상2층 ,종로구,숭인동,29.7,29.7,220602976,201422.1425,452793.066
거성 생맥주,서울특별시 종로구 신문로1가 156-0번지 ,종로구,신문로1가,47.79,47.79,27368218,197838.9071,452251.8326
와바 광화문점,서울특별시 종로구 신문로1가 238번지 신문로BD 지상1층 ,종로구,신문로1가,386.84,386.84,02 7220722,197609.8919,452419.9793
광화문 하루,서울특별시 종로구 신문로1가 238번지 지하1층 37호 ,종로구,신문로1가,100.94,100.94,,197609.8919,452419.9793
분짜라붐 광화문점,서울특별시 종로구 신문로1가 31-0번지 ,종로구,신문로1가,84.8,84.8,02 7377795,197735.2044,452323.8365
하이로 불닭,서울특별시 종로구 신문로1가 31번지 2층 ,종로구,신문로1가,126,126,,197735.2044,452323.8365
깐부치킨 광화문점,서울특별시 종로구 신문로1가 7-5번지 1층 ,종로구,신문로1가,112.3,112.3,02  15449226,197876.8481,452342.2287
또래오래치킨,서울특별시 종로구 신영동 44번지 지상1층 ,종로구,신영동,16,16,232169064,196566.6848,456065.5958
연건식당,서울특별시 종로구 연건동 45-2번지 1층 ,종로구,연건동,46.85,46.85,,200129.9219,453290.7106
비어오크,서울특별시 종로구 연건동 72-2번지 ,종로구,연건동,94.93,94.93,,200169.2195,453248.3988
둘둘,서울특별시 종로구 연건동 76번지 ,종로구,연건동,129.63,129.63,,200168.7117,453233.0074
트라타(TRATAR),서울특별시 종로구 와룡동 173번지 1층 ,종로구,와룡동,40,40,,199193.5005,452747.3101
매종,서울특별시 종로구 운니동 57번지 지상1층 ,종로구,운니동,37.44,37.44,27640089,199132.2869,452901.3933
티비,서울특별시 종로구 익선동 105번지 1층 ,종로구,익선동,36,36,,199174.9376,452744.2733
포쉬(POSH),서울특별시 종로구 익선동 106-0번지 ,종로구,익선동,45,45,,199176.8517,452736.4729
익동 정육점,서울특별시 종로구 익선동 166-45번지 ,종로구,익선동,55.54,55.54,,199091.2814,452622.072
크래프트루익선,서울특별시 종로구 익선동 166-57번지 1층 ,종로구,익선동,30.68,30.68,,199068.2821,452613.7867
아마츄어 작업실,서울특별시 종로구 익선동 168-1번지 1층 ,종로구,익선동,52.87,52.87,,199127.0477,452615.3723
치킨주막,서울특별시 종로구 익선동 57번지 ,종로구,익선동,105.6,105.6,,199115.1717,452882.1085
청강에 비친 달,서울특별시 종로구 인사동 102-0번지 ,종로구,인사동,51.51,51.51,,198809.45,452346.4182
본스치킨,서울특별시 종로구 인사동 208-0번지 ,종로구,인사동,58.6,58.6,27325316,198665.1207,452438.4184
힐링타임365,서울특별시 종로구 인사동 37번지 3층 ,종로구,인사동,117.79,117.79,,198840.2428,452532.7661
삼성삼통,서울특별시 종로구 인사동 72-0번지 지상2층 ,종로구,인사동,67.4,67.4,27237282,198874.5582,452391.0519
마실(MASIL),서울특별시 종로구 인의동 25번지 ,종로구,인의동,98.8,98.8,02 7642626,199839.7178,452660.3554
치킨하우스,서울특별시 종로구 재동 88번지 ,종로구,재동,21.72,21.72,27624957,198764.5278,453107.302
노가리호프,서울특별시 종로구 종로1가 24번지 B113-5 ,종로구,종로1가,25.88,25.88,,198226.4189,452367.184
더치킨,서울특별시 종로구 종로1가 24번지 르메이에르 지하1층 123호 ,종로구,종로1가,70.81,70.81,220757888,198226.4189,452367.184
텍사스,"서울특별시 종로구 종로1가 24번지 르메이에르종로타운 지상2층 213,214호 ",종로구,종로1가,135.14,135.14,27230978,198226.4189,452367.184
맘스터치,서울특별시 종로구 종로2가 102-1번지 2층 ,종로구,종로2가,89.25,89.25,27387771,198618.4147,452266.5074
바른치킨 종로3가점,서울특별시 종로구 종로2가 40번지 1층 ,종로구,종로2가,75.9,75.9,,199041.7532,452339.787
만선,서울특별시 종로구 종로2가 8-4번지 1층 ,종로구,종로2가,280.99,280.99,,198649.1493,452326.8026
가르텐 비어,서울특별시 종로구 종로3가 132-1번지 ,종로구,종로3가,138.19,138.19,,199287.0258,452279.4188
컴포즈 커피,서울특별시 종로구 종로3가 19번지 ,종로구,종로3가,40,40,207651639,199193.3003,452043.7182
테리야끼,서울특별시 종로구 종로4가 59-2번지 ,종로구,종로4가,51.06,51.06,22644614,199552.255,452004.9469
썬더치킨,서울특별시 종로구 종로5가 116번지 1층 ,종로구,종로5가,49.59,49.59,,200001.115,452454.0963
동원커피호프,서울특별시 종로구 종로5가 182-8번지 2층 ,종로구,종로5가,83.24,83.24,22855411,200228.4424,452335.2024
종로호프,서울특별시 종로구 종로5가 245-0번지 ,종로구,종로5가,29.5,29.5,222661433,200454.4583,452351.1712
해뜰날 포장마차,서울특별시 종로구 종로5가 246-2번지 ,종로구,종로5가,9.87,9.87,,200451.1467,452341.2709
옛날통닭,서울특별시 종로구 종로5가 2-5번지 ,종로구,종로5가,63.48,63.48,27636070,200546.3739,452422.6495
힐,서울특별시 종로구 종로5가 332-14번지 ,종로구,종로5가,47.85,47.85,24711072,200228.6568,452264.0722
한국통닭,서울특별시 종로구 종로5가 45-1번지 ,종로구,종로5가,19.36,19.36,,200305.5015,452419.345
엘리팝,서울특별시 종로구 종로5가 88-4번지 2층 ,종로구,종로5가,62.15,62.15,27660683,200138.5019,452408.9274
오늘통닭,서울특별시 종로구 종로5가 98번지 ,종로구,종로5가,285,285,02  741 8816,200062.7156,452416.5188
압셍트,서울특별시 종로구 창성동 109-2번지 지상1층 ,종로구,창성동,30.26,30.26,,197550.7867,453460.3281
쁘띠 통,서울특별시 종로구 창성동 136번지 ,종로구,창성동,26.25,26.25,,197490.257,453343.6751
무공유통,서울특별시 종로구 창신동 138-89번지 지하1층 ,종로구,창신동,30.43,30.43,,201008.2114,452656.9833
썬더치킨,서울특별시 종로구 창신동 17-12번지 지상1층 ,종로구,창신동,33.24,33.24,,201338.8849,453187.9499
비비큐 성북스타 2호점,서울특별시 종로구 창신동 22-3번지 ,종로구,창신동,103.54,103.54,236735582,201324.78,453280.9763
럭셔리 수,서울특별시 종로구 창신동 265번지 지상3층 ,종로구,창신동,35.48,35.48,,201366.1671,452660.2365
못난이 닭강정,서울특별시 종로구 창신동 266-2번지 ,종로구,창신동,17.6,17.6,27420050,201364.537,452640.5112
좌절금지,서울특별시 종로구 창신동 392-1번지 ,종로구,창신동,96.1,96.1,27419503,201355.7443,452408.251
테라스(호프),서울특별시 종로구 창신동 440-6번지 ,종로구,창신동,194.85,194.85,,200880.4452,452325.2987
교촌치킨 24시 동대문1호점,서울특별시 종로구 창신동 464-6번지 2층 ,종로구,창신동,357.55,357.55,222319337,200946.6145,452413.4369
동대문 한국통닭,서울특별시 종로구 창신동 498번지 지상1층 ,종로구,창신동,37,37,,201019.2114,452458.8004
창신호프,서울특별시 종로구 창신동 534-0번지 ,종로구,창신동,39.5,39.5,02 7436470,200994.0932,452223.8422
자유인 치킨 호프,서울특별시 종로구 창신동 561-1번지 ,종로구,창신동,28.8,28.8,27425637,200933.5319,452492.8046
발리호프원,서울특별시 종로구 창신동 561-2번지 ,종로구,창신동,56.69,56.69,27439983,200937.9077,452501.7291
대양통닭,서울특별시 종로구 창신동 580-1번지 지상1층 ,종로구,창신동,16,16,27629968,201037.9434,452578.0737
고기와 찌개마을,서울특별시 종로구 창신동 580-3번지 ,종로구,창신동,66,66,,201042.2974,452569.485
부어치킨 창신점,서울특별시 종로구 창신동 582-3번지 지상1층 ,종로구,창신동,20.16,20.16,,200949.8899,452669.5149
봉남이네 호프,서울특별시 종로구 창신동 583-20번지 (지상1층) ,종로구,창신동,18.41,18.41,29597246,200987.4645,452692.4569
동해,서울특별시 종로구 창신동 627-19번지 (지하1층) ,종로구,창신동,18,18,,200837.9503,453065.2047
서린,서울특별시 종로구 창신동 630-1번지 지하1층 ,종로구,창신동,16.5,16.5,,200884.8176,453016.5301
동해,서울특별시 종로구 창신동 633-24번지 (1층) ,종로구,창신동,21.45,21.45,,200914.7651,452939.5158
러쉬,서울특별시 종로구 창신동 633-6번지 (지하1층) ,종로구,창신동,24.08,24.08,,200910.8377,452951.404
통통배식당,서울특별시 종로구 창신동 635-8번지 ,종로구,창신동,15,15,,200922.1624,452905.9529
해랑,서울특별시 종로구 창신동 643번지 지하1층 ,종로구,창신동,18.56,18.56,,200927.7835,452852.7305
타임,서울특별시 종로구 창신동 687-4번지 ,종로구,창신동,,0,27647997,200936.3373,452539.1662
별난청춘포차,서울특별시 종로구 창신동 80-3번지 ,종로구,창신동,84.61,84.61,,201366.3241,452807.2419
치어리더호프,서울특별시 종로구 청진동 11-6번지 ,종로구,청진동,228.23,228.23,27332656,198307.4158,452485.6983
광장가든,서울특별시 종로구 청진동 191-1번지 (지상1층) ,종로구,청진동,68.99,68.99,,198268.1341,452461.2162
감투치킨,서울특별시 종로구 청진동 191-2번지 ,종로구,청진동,102.48,102.48,02  732 9222,198271.1426,452455.0005
더밴드(The Band),서울특별시 종로구 체부동 190번지 ,종로구,체부동,21,21,29880615,197481.9,453000.8249
세종마을 치킨,"서울특별시 종로구 체부동 195번지 1,2층 ",종로구,체부동,81.43,81.43,,197435.691,452997.7088
미락치킨 경복궁 본점,서울특별시 종로구 체부동 39-2번지 지상1층 ,종로구,체부동,45.8,45.8,207366741,197517.0976,453120.6896
스카이,서울특별시 종로구 충신동 188-14번지 (지상1층) ,종로구,충신동,33.52,33.52,,200421.8803,452648.4627
클립,서울특별시 종로구 충신동 2번지 지상1층 ,종로구,충신동,16.5,16.5,,200537.1122,452961.6331
깨비통닭구이 스탠딩스테이크 서촌어울림광장 서촌어부,서울특별시 종로구 통의동 49-1번지 ,종로구,통의동,57.98,57.98,02  720 9288,197587.359,453013.87
치킨인더키친 경복궁역점,서울특별시 종로구 통의동 67-3번지 2층 ,종로구,통의동,37.19,37.19,,197548.3964,453156.4728
이화,서울특별시 종로구 통인동 141-2번지 지상1층 ,종로구,통인동,6.6,6.6,,197447.278,453335.7814
이서방양념치킨,서울특별시 종로구 통인동 147-2번지 지하1층 ,종로구,통인동,24.04,24.04,27630098,197380.2663,452991.0152
두레통닭,서울특별시 종로구 통인동 46-41번지 1층 ,종로구,통인동,21,21,,197262.6218,453456.6385
미림,서울특별시 종로구 통인동 76-3번지 지하1층 ,종로구,통인동,34.58,34.58,,197341.1033,453311.7059
치골뱅 비어뱅,서울특별시 종로구 팔판동 97-2번지 지상1.2층 ,종로구,팔판동,58.22,58.22,27229901,198326.4674,453713.7135
낭만치맥 서대문점,서울특별시 종로구 평동 43번지 경희궁자이 3단지 ,종로구,평동,39.35,39.35,1035706837,196992,451805
다라치호프,서울특별시 종로구 평창동 182-2번지 지하1층 ,종로구,평창동,123.63,123.63,,197053.3697,456339.4009
위드구이치킨호프,서울특별시 종로구 평창동 195-1번지 (1층) ,종로구,평창동,27.27,27.27,23949200,197337.7983,456035.381
평창동 STORY(스토리),서울특별시 종로구 평창동 301-1번지 ,종로구,평창동,40.47,40.47,23791469,196928.0283,456159.0582
와키,서울특별시 종로구 평창동 325번지 ,종로구,평창동,81.1,81.1,,196878.2715,455872.4086
광장호프,서울특별시 종로구 필운동 108-4번지 1 ,종로구,필운동,49.42,49.42,,197266.883,453065.4477
숨바꼭질,서울특별시 종로구 필운동 206-0번지 ,종로구,필운동,15.75,15.75,27394939,197383.18,452985.0221
"대학로 족발,보쌈",서울특별시 종로구 혜화동 143-2번지 ,종로구,혜화동,205.92,205.92,27628385,200034.5844,453577.361
토스피아,"서울특별시 종로구 혜화동 166-3번지 지상1,2층 ",종로구,혜화동,79.92,79.92,27448595,200112.8921,453842.7756
림스치킨혜화분점,서울특별시 종로구 혜화동 167-3번지 ,종로구,혜화동,60.72,60.72,,200115.6231,453830.7196
마나술루,"서울특별시 종로구 혜화동 178-1번지 2,3층 ",종로구,혜화동,98.4,98.4,,200105.3859,453452.3706
칼리버,서울특별시 종로구 혜화동 185번지 중원빌딩 505-1호 ,종로구,혜화동,22,22,,200182.3542,453825.0573
화수미,서울특별시 종로구 홍지동 46-1번지 지상1층 ,종로구,홍지동,36,36,,196186.9817,455620.5155
BHC 종로행복점,서울특별시 종로구 효제동 123번지 1층 ,종로구,효제동,23.14,23.14,,200319.1708,452721.9342
슈퍼비어,서울특별시 종로구 효제동 217-0번지 ,종로구,효제동,28.91,28.91,,200355.6609,452556.2339
모란호프,서울특별시 종로구 효제동 232번지 2층 ,종로구,효제동,73.08,73.08,27627067,200339.0665,452465.134
꼬꼬순이,서울특별시 종로구 효제동 233-2번지 1층 ,종로구,효제동,40,40,,200338.9092,452450.9581
위드 비어,서울특별시 종로구 효제동 249-1번지 2층 ,종로구,효제동,88.69,88.69,,200189.2843,452450.5278
첨,서울특별시 종로구 효제동 308번지 ,종로구,효제동,177.14,177.14,236755554,200155.3075,452548.6299
이화수 종로5가점,서울특별시 종로구 효제동 318-1번지 지상1층 ,종로구,효제동,111,111,,200147.7384,452463.9784
돈치킨 구운치킨,서울특별시 종로구 효제동 330번지 1층 ,종로구,효제동,54.75,54.75,,200155.8609,452439.6197
가장 맛있는 족발 동대문점,서울특별시 중구 광희동1가 143-2번지 지상1층 ,중구,광희동1가,108.04,108.04,02  22852004,200562.3542,451784.9967
썬더치킨,서울특별시 중구 광희동1가 177-2번지 (1층) ,중구,광희동1가,64.63,64.63,222734333,200551.5649,451698.3629
OSAKA 덴뿌라,서울특별시 중구 광희동1가 182-20번지 1층 ,중구,광희동1가,59,59,,200607.1242,451759.3752
JY 치킨,서울특별시 중구 광희동1가 185-2번지 (지상1층) ,중구,광희동1가,116.55,116.55,02  22611011,200630.089,451748.0046
본스치킨 동대문점,서울특별시 중구 광희동1가 194-2번지 1층 ,중구,광희동1가,97.32,97.32,02  22739599,200603.2978,451678.8359
이에프(2F),서울특별시 중구 남대문로5가 17-11번지 2층 ,중구,남대문로5가,66,66,,197739.3975,450991.3746
42팩토리,서울특별시 중구 남대문로5가 17-3번지 2층 ,중구,남대문로5가,66,66,,197728.3273,451000.5572
달인 돈가스,서울특별시 중구 남대문로5가 19-4번지 지하1층 ,중구,남대문로5가,61,61,27526677,197741.0263,451020.6911
종이컵 모퉁이,서울특별시 중구 남대문로5가 21-1번지 지하2층 ,중구,남대문로5가,136.98,136.98,23183399,197784.0441,451053.5459
Beer 팡,서울특별시 중구 남대문로5가 251번지 2층 ,중구,남대문로5가,159.21,159.21,237892258,197770.7899,450877.932
구어조은닭,서울특별시 중구 남대문로5가 253번지 이프라자 1층 ,중구,남대문로5가,72,72,,197792.2297,450887.5814
쪼끼쪼끼,서울특별시 중구 남대문로5가 63-17번지 ,중구,남대문로5가,57,57,207558313,197602.6337,450949.3863
남산골 한우곰탕,서울특별시 중구 남대문로5가 84-11번지 (지상1층) ,중구,남대문로5가,313,313,02 7567770,197670.3409,450841.4604
나레스시,서울특별시 중구 남대문로5가 84-1번지 1층.2층 ,중구,남대문로5가,30.8,30.8,,197663.1983,450912.6343
둘둘치킨 본점,서울특별시 중구 남산동2가 10-1번지 지하2층~지상1층 ,중구,남산동2가,378.93,378.93,27729377,198749.4024,451155.2227
트래빗 비어,서울특별시 중구 남산동2가 37-1번지 1층 ,중구,남산동2가,26,26,,198688.8958,451037.1933
하루,서울특별시 중구 남창동 168-21번지 ,중구,남창동,74.79,74.79,207768130,198004.0989,450893.3109
옛골.별나라,서울특별시 중구 남창동 168-9번지 (1층) ,중구,남창동,20,20,207559704,198010.5262,450903.3187
맥켄치킨,서울특별시 중구 남창동 190-3번지 1층 ,중구,남창동,29.7,29.7,,198088.9965,450883.8842
민트비어,서울특별시 중구 남창동 190-8번지 (지상1층) ,중구,남창동,40.63,40.63,27729801,198058.5776,450877.477
Stairway to heaven,서울특별시 중구 남창동 205-81번지 1층 ,중구,남창동,27.08,27.08,,197962.6309,450755.9138
맘모커피&펍,서울특별시 중구 남창동 34-77번지 1층 ,중구,남창동,28.93,28.93,,197937.7509,451161.3518
비비큐치킨,서울특별시 중구 남창동 62-7번지 2층 ,중구,남창동,17.39,17.39,,197963.2225,450958.8613
레벤브로이,서울특별시 중구 다동 111-0번지 (지하1층) ,중구,다동,283,283,27769824,198431.6245,451938.8668
둘둘치킨,서울특별시 중구 다동 138번지 (지상1층) ,중구,다동,16.52,16.52,,198351.3284,451980.4771
어반스테이(Urban Stay),서울특별시 중구 다동 155번지 1층 108호 오른쪽 ,중구,다동,49.59,49.59,,198265.6853,451956.2406
수아르,서울특별시 중구 다동 155번지 YG타워 ,중구,다동,136,136,,198265.6853,451956.2406
더 후라이팬 시청점,서울특별시 중구 다동 155번지 YG타워 1층 106호 ,중구,다동,52.46,52.46,,198265.6853,451956.2406
M수아르,"서울특별시 중구 다동 155번지 센터플레이스 307호, 308호 ",중구,다동,171.53,171.53,,198265.6853,451956.2406
사치,서울특별시 중구 다동 53-8번지 지상2층 ,중구,다동,173.05,173.05,02 7558593,198253,451737
오비호프,서울특별시 중구 다동 97-0번지 (2층) ,중구,다동,41378.22,41378.22,27777058,198369.3402,452007.6714
비어큐,서울특별시 중구 만리동1가 35-10번지 (1층) ,중구,만리동1가,23.1,23.1,,197141.6342,450776.7897
황금호프,서울특별시 중구 만리동2가 11-1번지 101동 지하 상가2호 ,중구,만리동2가,50.58,50.58,27021715,197047.4792,450629.3185
공룡치킨,서울특별시 중구 만리동2가 29번지 1층 ,중구,만리동2가,48.69,48.69,23137477,197003.5809,450576.5449
둘둘치킨,"서울특별시 중구 명동1가 41-2번지 1, 2층 ",중구,명동1가,52.8,52.8,23185136,198622.5856,451684.6816
누나홀닭 명동점,서울특별시 중구 명동1가 59-5번지 ,중구,명동1가,148.36,148.36,02  63618353,198498.4865,451627.9967
치맥(chi mc),서울특별시 중구 명동2가 31-1번지 엠 플라자 4층 ,중구,명동2가,154.41,154.41,,198689.4857,451444.4113
구르카,서울특별시 중구 명동2가 32-14번지 (지상4층) ,중구,명동2가,126.84,126.84,02 7758860,198691.1135,451503.9767
오븐에빠진닭,서울특별시 중구 명동2가 32-17번지 ,중구,명동2가,156.21,156.21,222925892,198700.1125,451490.1463
무교,서울특별시 중구 무교동 95번지 지하1층 ,중구,무교동,49.5,49.5,,198194.7585,452010.2799
비비큐(B.B.Q) 무교점,서울특별시 중구 무교동 96번지 프레미어 플레이스 지하1층 ,중구,무교동,50.52,50.52,27782962,198076.1717,452143.204
본가 호프,서울특별시 중구 무학동 35번지 ,중구,무학동,42.5,42.5,222340308,201335.5787,451589.1935
선수치킨,서울특별시 중구 무학동 58-0번지 ,중구,무학동,51.75,51.75,,201236.8823,451290.2785
쌀통닭,"서울특별시 중구 북창동 17-5번지 1층, 2층 ",중구,북창동,94,94,23109522,198048.3418,451500.1716
육시리,서울특별시 중구 북창동 20-1번지 (지상1층) ,중구,북창동,85,85,27740337,197990.53,451430.9555
낡은음악창고,서울특별시 중구 북창동 71-4번지 2층 ,중구,북창동,84.6,84.6,,198023.1258,451425.2053
남산골뱅이,서울특별시 중구 북창동 81번지 ,중구,북창동,89,89,222640009,198061.9528,451454.4865
대청식당,서울특별시 중구 산림동 207-2번지 대림상가 라열 3층 381호 ,중구,산림동,38.1,38.1,222750677,199598.156,451956.4941
아리아(AREA),서울특별시 중구 산림동 293-1번지 ,중구,산림동,126.01,126.01,222724327,199558.9193,451931.7413
을지로골뱅이,서울특별시 중구 서소문동 59번지 (지상2층) ,중구,서소문동,33,33,,197656.9097,451438.7793
핫썬치킨,서울특별시 중구 서소문동 84-0번지 ,중구,서소문동,67.26,67.26,27556595,197823.1371,451530.16
술다방,서울특별시 중구 수표동 11-25번지 (지상2층) ,중구,수표동,66.12,66.12,222666781,199181.3311,452040.6527
유에서 유,서울특별시 중구 수표동 56-1번지 강남빌딩 201호 ,중구,수표동,191,191,02  22610314,199064.3551,451948.2315
M.E.3 카페앤펍,서울특별시 중구 순화동 151번지 1층 111호 ,중구,순화동,89.49,89.49,,197529.2254,451193.3632
요고요고(요리하는 고양이),"서울특별시 중구 순화동 151번지 순화동더샵 107, 108호 ",중구,순화동,145.45,145.45,02  318 2252,197529.2254,451193.3632
주토피아,서울특별시 중구 순화동 217번지 롯데캐슬 지하1층 B115호 ,중구,순화동,48.19,48.19,,197300,451235
영동,서울특별시 중구 신당동 100-7번지 1층 ,중구,신당동,21.08,21.08,,201479.2375,451726.3179
고구려,"서울특별시 중구 신당동 110-7번지 지하1층 (1호, 2호) ",중구,신당동,201.65,201.65,,201562.8285,451751.0697
